CUSTOMER_ID,QUANTITY,MATNR,MAKTX
3223,1,25015571,SBDS ??????? #GMXH-XH006/CN***
3223,1,25023255,VP ??????????? #XC74435H/???+Canvas/XC
3341,1,19077078,??????????PEKLET/NATURAL/?????
3347,1,59003394,Bedroom/Tazzina 6'/Set1/I-walnut/CHG#2
3347,1,59003254,Bedroom/Tazzina6'/Set2/I-walnut/CHG
3347,1,59003254,Bedroom/Tazzina6'/Set2/I-walnut/CHG
3347,1,59003394,Bedroom/Tazzina 6'/Set1/I-walnut/CHG#2
3347,1,59003254,Bedroom/Tazzina6'/Set2/I-walnut/CHG
3353,1,19114405,BELIO/????????C150/CANYON OAK/??????
3353,1,19112396,URBANI/??????????SH80/?????????/?????
3361,1,19067854,???????RICHMON/??????????????-???/3S
3361,1,19026148,ALICIA/?????5'/???/????
3328,1,19055520,ARMCHAIR ANLISH/??????????????
3328,2,19111536,ARMCHAIR HOSHI#2/??????????/????????????
3328,1,19111536,ARMCHAIR HOSHI#2/??????????/????????????
3328,1,19111537,ARMCHAIR HAMBLE#2/???????????????
3328,1,19091003,????????? Perco/HB120&DO05-40-40x3/White
3328,1,19112404,URBANI/???????????TVH120/WH/PHG???-?????
3252,1,19077100,PERRI/????????DT60/??????
3252,1,19044850,????????SUNZA#2/???/??
3252,1,19127613,BRICKO-L/?????????DK60/?????/????????
3252,1,59013025,Dining/Twitter-A120&Twitter-B/Natural
3124,1,19111293,LYBRARY/??????????BS40/?????????
3124,1,19110767,PATHENOZ/????????DT60/???/PHG??-??
3124,1,19111300,LYBRARY/??????CT40/???
3522,2,19059632,RUFINA/???????NT45-MN/G-TW/CHG??/HPL BW
3522,1,19113944,GLORIOUS/???TV180/CLS SIEN YOSE/I-TW/???
3522,1,19113944,GLORIOUS/???TV180/CLS SIEN YOSE/I-TW/???
3522,2,19059632,RUFINA/???????NT45-MN/G-TW/CHG??/HPL BW
3522,1,19127879,VERRE/??????DT120-BL/F  MAPL/CHG TTR/TTR
3864,1,19077769,??????????CUTTA/????????
3864,1,19091988,STOOL CASMA/??????/???????????????????
3864,1,19077769,??????????CUTTA/????????
3864,1,59008494,?????????GARUDA&???????GUYx4
3864,1,59013202,Dining/LIMIT-A120/???????&LIMIT-B/???x2
4044,1,19131727,RECLINER MAYA/????????????/??????
4046,1,25015172,VP??????????????#66289/???/SET2/EG***
3602,1,19106681,GIMMICK/???????????PT80/??????
3602,1,19106678,GIMMICK/???????????PT120/??????
3602,1,19106681,GIMMICK/???????????PT80/??????
3602,1,19106678,GIMMICK/???????????PT120/??????
3602,1,19071521,URBANI/??????????SH80/???/??????
3602,1,19071521,URBANI/??????????SH80/???/??????
3602,1,19071521,URBANI/??????????SH80/???/??????
3626,1,59010074,Bedroom/Econi 3.5'&LotteTV120/Cany/I-TW
3626,1,19106652,KIDZIO/?????BW3.5'-DW/CANYON/???-???-???
3626,1,19035028,EXIO/?????3.5'/A/??A??/??/???/???
3626,1,19025908,MZKID/?????BBH3.5'/???????/???????
3626,1,19041147,??????? YAMIN(8074CH)/SL??#B25
3626,1,59012555,Dining/SAMSON-A160/?????&YAMIN/SL??x4
3626,1,19067481,CLIFTON/?????????DK120/??????/???
3626,1,19091665,??????????COMPRISE/???????
3626,1,19067481,CLIFTON/?????????DK120/??????/???
3626,1,19116907,BEAMISH/????????PT80-80/CLS HAZEL TIMBER
3626,1,19091665,??????????COMPRISE/???????
3626,1,59011467,Bedroom/Merley6'&WF160&DT100&TV160/WG
3626,1,59011471,Bedroom/Merley6'&Venus/Full Option/WG
3626,1,59011471,Bedroom/Merley6'&Venus/Full Option/WG
3626,1,19077277,MINIMO/?????????DK60-70/CANYON OAK/I-TWI
3626,2,19077278,MINIMO/?????????DK60-70/???/G-TWIST
3626,1,19077277,MINIMO/?????????DK60-70/CANYON OAK/I-TWI
3626,1,19077278,MINIMO/?????????DK60-70/???/G-TWIST
3626,1,19132541,RECLINER LIPTA/????????/1ERE***
3626,2,19115809,???????GONEST-B/??/????????????????
3626,1,19120619,RECLINER LOVESIT/?????????/1ERE***
3771,1,19100789,DELDEN/?????BW-5'/???
3771,1,19100788,DELDEN/?????BW-6'/???
3771,1,19110829,RECLINER MALABO/??????/1RE
3771,1,19100788,DELDEN/?????BW-6'/???
3771,1,19110829,RECLINER MALABO/??????/1RE
4122,1,19086648,MELONA/?????????????CT80/???
4122,1,19086648,MELONA/?????????????CT80/???
4122,1,19086655,MELONA/?????????????CT60/D05/???
4122,1,19086648,MELONA/?????????????CT80/???
4122,1,19086655,MELONA/?????????????CT60/D05/???
4264,2,19047936,PATISIA/????????????NT45/???
4264,2,19047940,PATISIA/??????WB90A/D05/???
4264,1,19051629,PATISIA/?????5'/???
4264,2,19015906,??.???.SNOVY#DC-211C/???????/SL??
4264,1,59003460,Dining/Genas A&Genus Bx4/White
4264,1,19111085,TIMPANI/?????6'/???
4264,1,19112181,ARMCHAIR GOTJI/???/?????????????
4264,1,19047931,PATISIA/?????3.5'/???
4264,1,19045026,????MILLO/???????/SL??.#3005/??????***
4264,1,19086678,MAHONY/??????WV221/DM01/D05LR/???
4264,2,19047939,PATISIA/?????????DK120/???
4264,1,59008760,Living/Patisia & Selector/1.2m./WH#1
4264,4,19036407,???????HONFINE#2/ESPRESSO/?????.HE51-04
4264,1,19068875,????????FANO/?????????
4264,1,59007934,Dining/ TOPPING-A & TOPPING-B x4
4264,1,19114411,DAYBED BOHEMIAN/???????????/???????
4264,1,19087090,???#H3Q-02/120x180/?????????
4264,1,19111554,DAYBED FOLDY/?????????
4264,1,19114411,DAYBED BOHEMIAN/???????????/???????
4264,1,19115959,????????WHEN-C/???????????/?????
4264,1,59011530,DINING/WAVEE-A&B&???????WAVEE/??????????
4264,1,59004330,Bedroom/Scandi 6'/ Canyon Oak
4264,3,19100900,SCANDI/????????????NT45/CANYON OAK/BLUE
4264,1,19115954,???????WEWIN-B/???????????/????????
4264,4,19036407,???????HONFINE#2/ESPRESSO/?????.HE51-04
