ORDER_ID,ORDER_ITEM_ID,MATNR,QUANTITY,TOTAL_PRICE
6341,6061,19096149,1,7600.0
6483,6205,19111119,1,12900.0
6661,6361,19045217,1,4970.0
6781,6443,19089735,1,6900.0
6781,6444,19110082,1,5670.0
6821,6481,19096160,1,6800.0
6821,6482,19100904,1,975.0
6861,6521,19110756,1,16100.0
6901,6561,19111578,1,9900.0
6901,6562,19091930,1,9900.0
6921,6581,19084551,1,15900.0
7023,6684,19077058,1,4900.0
7023,6685,19091930,1,9900.0
7161,6803,59010273,1,23900.0
7461,7061,19109485,1,4200.0
7841,7441,59004336,1,15900.0
7943,7543,19102426,1,25900.0
8001,7601,19110765,1,7900.0
8021,7621,19110850,1,12500.0
8061,7661,19097665,1,23900.0
8162,7742,59002916,1,17550.0
8182,7763,19090385,1,1590.0
8182,7764,19097665,1,23900.0
8341,7844,19035150,1,2200.0
8341,7845,19110507,1,10900.0
8521,8021,19077088,1,1890.0
8521,8022,59004830,1,9900.0
8561,8061,25017263,1,120.0
8561,8062,25023311,1,390.0
8561,8063,25017265,1,120.0
8561,8064,25017264,1,120.0
8581,8081,19110086,1,3150.0
8581,8082,19089101,1,27900.0
9041,8504,19091953,1,5250.0
9041,8505,19110747,1,8050.0
9041,8506,19077104,1,9990.0
9061,8521,59010167,1,9900.0
9081,8541,19090837,1,12600.0
9102,8562,59006551,1,20900.0
9181,8621,59006710,1,27900.0
9222,8664,19106682,1,3290.0
9222,8665,19076885,1,6650.0
9222,8666,59008633,1,7500.0
9382,8825,19029464,1,1610.0
9382,8826,19045724,1,6650.0
9383,8827,19051982,1,6900.0
9441,8882,19111297,1,3220.0
9441,8883,19111285,2,11900.0
9441,8884,19111300,1,3010.0
9461,8901,19112774,1,23900.0
9481,8921,19111285,2,11900.0
9481,8922,19111297,1,3220.0
9481,8924,19062413,1,8960.0
9501,8941,19000346,1,2450.0
9501,8942,19101649,1,4550.0
9521,8943,19089734,1,22900.0
9541,8962,19084941,1,2900.0
9602,9022,19027081,2,910.0
9641,9061,19106911,1,7900.0
9741,9161,19077094,3,2100.0
9741,9162,19077274,1,3380.0
9741,9163,19096190,1,16445.0
9761,9164,59010206,1,31700.0
9763,9167,19106652,1,9900.0
9781,9181,19101791,1,5390.0
9781,9182,19112395,1,1680.0
9821,9201,19112395,1,1680.0
9843,9221,19098182,1,14400.0
9841,9222,19106660,1,5400.0
9842,9223,25023250,1,99.0
9844,9224,19098182,1,14400.0
9845,9225,19114650,1,38900.0
9846,9226,19086680,1,3990.0
9846,9227,19086651,1,3490.0
9850,9231,19086680,1,3990.0
9851,9232,19112870,1,11900.0
9852,9233,19113183,1,13280.0
9853,9234,19115113,1,14900.0
9854,9235,19052197,1,19250.0
9861,9241,59008494,1,19800.0
9881,9261,59011175,1,16800.0
9882,9262,59011175,1,16800.0
9883,9263,19114076,1,18900.0
9884,9264,19052197,1,19250.0
9886,9266,19106654,1,21900.0
9901,9281,19114085,1,21900.0
9901,9282,19111553,1,9900.0
9901,9283,59010270,2,41800.0
9901,9284,19086670,2,3780.0
9901,9285,19080280,1,21900.0
9901,9286,19077054,1,13900.0
9901,9287,19089163,1,11500.0
9901,9288,19111554,1,9900.0
9901,9289,19086678,1,19950.0
9902,9291,19026755,1,6600.0
9941,9321,59011175,1,16800.0
10001,9363,19110884,1,8690.0
10002,9364,19110884,1,8690.0
10003,9365,19110884,1,8690.0
10021,9381,19026755,1,6600.0
10041,9401,19114079,1,14900.0
10062,9425,19096185,1,4290.0
10062,9426,19077250,2,1980.0
10062,9427,19023002,1,4200.0
10062,9428,19077252,2,1980.0
10101,9461,19114079,1,14900.0
2041,2041,19110082,1,5670.0
2041,2042,19037281,1,37200.0
2082,2082,25011991,1,199.0
2441,2401,19106652,1,9900.0
2441,2402,19035028,1,5790.0
2502,2442,19063976,1,6900.0
2581,2501,25015172,1,190.0
2721,2641,19055686,1,5550.0
2741,2661,19026148,1,8025.0
2761,2681,19047941,1,10710.0
2761,2682,19051629,1,5810.0
2761,2683,19047932,1,5600.0
2761,2684,19047936,1,1050.0
2862,2782,59008825,1,28900.0
2863,2783,59008825,1,28900.0
2981,2901,19089077,2,7000.0
3081,3001,19078416,2,16800.0
3101,3021,19077658,1,6900.0
3101,3022,19077657,1,22400.0
3122,3042,19090826,1,5460.0
3181,3101,59007303,1,26900.0
3242,3162,19044446,1,12000.0
3301,3221,59010024,1,27900.0
3322,3242,59008061,1,15500.0
3404,3326,19105348,2,5380.0
3405,3327,19071517,2,3360.0
3405,3328,19110850,1,12500.0
3405,3329,19105348,2,5380.0
3406,3330,19096161,1,6800.0
3421,3341,19110751,1,6930.0
3421,3342,19090826,1,4590.0
3501,3421,19077256,1,1450.0
3541,3461,19110088,1,3850.0
3541,3462,19110084,1,1750.0
3541,3463,19110086,1,3150.0
3545,3471,19062263,1,4100.0
3641,3561,19060219,1,5900.0
3722,3642,59008472,1,27450.0
3723,3643,59010077,1,48900.0
3822,3742,19060219,1,5900.0
3861,3781,19077273,1,2990.0
3881,3801,19097825,1,9800.0
3941,3843,19077060,1,3900.0
3981,3881,19031477,1,6320.0
4041,3941,19097683,1,10220.0
4042,3942,19097683,1,10220.0
4102,4005,19071054,1,2990.0
4102,4006,19096174,1,5590.0
4102,4007,19090822,1,6930.0
