CUSTOMER_ID,ADDRESS_POSTAL_CODE
6882,10400
6904,11000
6532,10110
6534,10600
6546,31000
6776,11140
6862,10400
7002,10500
7022,21140
6122,11120
6349,10700
6768,20150
6082,83000
6226,10210
6304,10220
6503,86000
6850,10400
7630,10310
7682,10120
7683,10270
7202,10270
7324,62000
7346,11110
7363,10600
7722,10540
7263,34130
7322,11140
7563,20150
7685,51110
7845,10110
7497,10400
7523,11110
7595,11000
7665,11140
7822,10210
7862,10400
7326,10110
7340,10540
7341,10260
7369,24000
7494,10120
7594,10500
7625,10220
7642,10220
7142,10310
7283,34130
7416,65000
7444,11120
7483,10220
7484,10240
8069,10260
8223,10250
8263,10310
8268,10800
8283,10240
8369,10900
8645,10500
8646,12150
8725,10800
8726,10250
8762,10220
8162,10900
8163,41150
8382,10260
8802,10700
8823,20000
8883,77110
8888,10150
8065,77110
8138,10310
8425,10310
8125,10110
8271,10300
8685,10540
8722,10540
8724,12130
8803,10160
8265,-
8303,95000
8644,10310
8684,11130
8824,10500
8926,10140
7983,83000
8133,11130
8242,10140
8385,10250
8402,10400
8502,10250
8583,10210
7943,10400
8137,83110
8262,10120
8264,50000
8345,10310
8527,10520
8529,11120
8943,10130
9004,10120
9042,60140
9103,73000
9362,20150
9946,10540
9024,10260
9163,71110
9189,40000
9902,83120
9023,10130
9223,10140
9225,20000
9523,84000
9827,10150
9948,10310
8942,10800
9143,10150
9483,10290
9582,10160
9645,11120
9745,11000
9104,10260
9342,10250
9586,10120
9826,10400
9873,10110
10002,13000
10042,92130
8944,10310
9602,11120
9624,73170
9644,10110
9762,50300
9831,10330
9844,10800
9883,10100
9145,96120
9743,11000
9867,10110
9884,10510
10216,10800
10384,10270
10523,10110
10525,12130
10531,10900
10602,11140
10743,12000
10242,10170
10267,20250
10362,10120
10802,10310
10810,20150
10162,10400
10213,40002
10366,10400
10389,10240
10588,10400
10745,77220
10762,10240
10782,11130
10153,10230
10583,83100
10587,10160
10645,74130
10722,10160
10822,10560
10847,57190
10848,10170
10103,10540
10212,10220
10268,73000
10364,10120
10131,10260
10148,11000
10157,34000
10207,10900
10386,10260
10402,10150
10550,24160
10553,10510
10558,30160
10562,10250
10547,10310
10548,83110
10622,11110
10646,84130
10647,10800
10702,73110
10703,10120
10123,10240
10155,10900
10382,96000
10532,10130
10682,10310
10706,10310
10949,11140
11022,10310
11163,83000
11294,10900
11428,10140
11468,73140
11523,23000
11526,10260
10955,83000
10962,20130
11062,83150
11225,10170
11425,30000
10956,12000
11172,25000
11245,12150
11563,10260
10944,10530
10963,10210
11003,10220
11091,10600
11164,10230
10945,11130
10947,75120
11042,90310
11295,10220
11424,10310
11430,20230
11524,10320
10849,11130
10985,10250
11122,10310
11162,70110
11168,10220
11179,10310
11204,12150
10942,11120
11173,10270
11176,11000
11422,10270
11465,10110
11686,10500
11811,10310
11816,30110
11982,10540
12103,10800
12146,50290
12242,10220
12246,83000
11635,10320
11724,71114
12284,83110
12403,12000
12404,10270
12407,90110
12410,73180
12412,11000
11812,10270
11828,10260
11944,21140
12066,11000
12071,10600
12143,10900
12423,11140
11582,11000
11583,10330
11727,50130
11743,20230
11983,10560
12442,10510
12445,10250
12466,73000
11637,10240
11763,10320
11783,10110
12244,10540
12324,10160
12468,21140
12482,12130
11629,10510
11632,10160
11725,10800
11790,72190
11791,11110
11810,10120
11831,10540
12069,10700
12070,40170
12076,10160
12104,10220
12142,55000
11764,10250
11862,10220
12063,10120
12064,83000
12075,20150
12102,55140
12285,10700
12323,10900
12647,10160
12664,10220
12802,10600
13146,10600
13266,55000
13322,10900
13344,10120
12722,11130
12903,10240
13262,10240
13351,
13352,10800
13362,10900
13365,10280
13366,10270
12807,57260
13044,73000
13363,10600
13384,10800
13402,21000
13404,10210
12565,71130
12904,70180
12923,10120
12985,10540
13103,12120
12505,10120
12685,50200
13002,50210
13086,73210
13088,50110
13106,10510
13147,30310
12542,10240
12604,71190
12607,30000
12668,10150
12683,30000
12863,10400
12885,10330
13004,24000
13164,30000
13222,10520
13265,12150
13282,10500
13515,10520
13583,10310
14045,11120
14264,73170
14265,10260
14351,20110
13826,10280
14422,21000
14463,10270
13464,10110
13510,32160
13825,11130
13902,11000
13942,12000
14067,41000
13831,10280
14303,10400
14347,10220
14382,73220
14383,10900
14385,73140
13842,16000
13846,10140
14464,10600
13482,71120
13586,10110
13784,10220
14186,10540
14502,10700
14564,10120
13689,20110
13785,57000
13786,12110
13830,10220
13852,10240
13622,11140
13743,10160
13783,10240
13843,10310
14043,30000
14142,10250
14790,30000
15309,10220
24366,10900
25266,10100
18823,10700
18849,10310
18882,10800
18963,10400
19084,10900
19086,11110
19102,10110
19267,10250
16491,11120
18384,10110
24083,20140
26110,10240
26299,10160
26511,10310
18605,10170
18683,10120
18748,10250
18769,92000
18802,10700
18846,84130
19002,10250
19005,10120
14847,10210
14865,11130
15507,10220
15523,10270
17983,10310
25422,10250
25542,10120
25644,10220
25652,10240
19327,10160
19347,21150
19411,10160
19442,10700
19522,10260
19530,50210
19625,36000
19747,11000
19748,10510
19750,10210
23042,10500
26362,10100
28125,10110
28142,21000
28205,10120
19105,45000
19127,73210
19182,10800
19202,10900
19268,10530
19343,10800
19370,55000
19371,12120
25732,10210
25734,10510
25763,10330
25782,73000
25910,10140
26034,45000
26040,10220
26085,10520
26104,10220
19754,10160
19788,14000
19945,10110
20187,73000
20192,11000
20342,10240
20425,11140
25802,10260
28324,20000
28346,24000
28402,11000
28405,10230
19408,10310
19417,10150
19443,10160
19487,10170
19608,10270
26124,11000
26262,10150
26285,10600
26293,10510
26295,11110
26315,11110
26342,10240
26386,11140
26394,73210
20485,57120
20486,10800
20522,10400
20682,10600
20723,10400
20805,10400
21264,10400
28406,50210
28548,51150
28552,10120
28627,10170
28702,10120
28711,10120
19722,10220
19742,10160
19783,77000
19785,10240
19844,10220
19846,10900
19902,10160
19903,57110
19943,10120
19944,10400
20023,10220
26603,10700
26664,80120
26687,10900
26803,10160
26823,10900
26922,10200
27062,11120
27063,21120
27064,11130
21348,10300
21503,10400
21563,20150
21568,11000
21802,10250
28443,10250
28467,11000
28468,57110
28482,73160
28642,10540
28744,10250
28745,12120
28753,10900
28757,91110
20163,12150
20190,10600
20404,70110
20422,11110
20427,10230
20431,24140
27104,10220
27209,74000
27450,10700
27546,10160
27649,80000
27662,10520
27684,92130
22003,20000
22022,10290
22048,10510
22067,60000
22068,31110
22162,10220
22182,10240
22262,10260
14783,10230
16487,10220
16488,10220
16982,10160
17967,10210
18108,11120
19066,10400
19208,10150
19222,10540
20544,10220
20602,18140
20604,10700
20745,11000
20804,10540
20882,21000
20923,10110
21003,74000
21009,11000
21011,10900
21046,11130
16606,10120
17267,10210
18062,10150
18322,11130
19048,10900
19407,10600
19749,92000
19984,11130
22583,10900
22623,10150
22624,10310
22703,10600
22724,10270
22742,11130
22822,34000
22863,10120
22902,10900
23104,96180
23105,40120
14808,10120
15252,10310
15432,10270
17523,41130
17905,10900
18146,10250
19012,11000
19022,10510
19323,11110
21123,10600
21267,20151
21302,72130
21349,11120
21362,10270
21406,10140
21410,10310
21443,10540
16184,12130
24717,10110
24790,10140
26028,10310
26130,12150
26296,10250
23442,10300
23443,10230
23584,10260
23907,63110
24022,83130
24102,62150
24107,10310
15204,11110
15862,30190
16443,10400
16564,10150
17842,18000
18243,50200
21452,10250
21516,10900
21519,31130
21544,10310
21683,10260
21706,10320
14586,10260
15125,10150
16022,12120
16110,74110
16324,30000
16331,10900
17342,11110
17365,10240
17522,30000
24123,10600
24167,50210
24283,10400
24486,11130
24715,18220
24782,10240
24805,11130
14583,10170
14844,10400
15025,10210
15091,10310
15096,10240
15103,10400
16405,10900
17082,10800
17505,10800
21985,10240
21989,11130
22006,12110
22023,10400
22064,10160
22126,74000
14665,10540
14683,11120
14773,73170
14823,10700
15095,10310
15134,??/??
15142,10110
15243,10160
16108,31220
16367,12120
24922,85120
25105,11000
25165,10220
25232,10260
25362,10800
25462,10120
25572,10400
25583,20130
25605,10310
14786,10220
14902,34000
15011,11120
15246,10100
15247,10310
15263,67130
15382,10110
15462,11120
15704,10250
16302,10230
22193,10220
22242,10150
22282,10240
22364,12000
22564,10230
22722,10160
22782,10540
22862,11000
22866,50100
23002,10150
14588,20130
14664,84100
14809,10150
15013,42000
15314,20230
16263,10240
17245,12110
17264,10150
17383,11110
25682,10100
25828,83110
25843,10240
26128,12120
26165,10600
15602,10110
16489,10310
16783,10120
16922,84320
17086,10900
23103,93000
23106,10140
23182,10220
23202,12000
23366,10520
23502,10160
23503,10240
23562,10310
14569,10270
14830,10510
15256,50320
15744,10230
16422,85110
16545,12120
16603,30310
16902,10270
17002,11140
26311,10230
26316,10310
26402,96180
26515,10230
26517,10120
26519,20130
26688,10130
14825,55140
15133,10250
15504,10400
15826,10240
16002,10240
16383,11000
16742,20150
17107,10900
23587,00000
23702,50180
23704,10150
23706,10100
23717,20110
15206,10270
17882,10700
17890,30000
17903,10170
17906,10110
25564,10110
26747,86110
26749,10510
26782,12120
26787,84330
26790,10230
26806,10260
27025,10160
14868,10400
15018,10110
15182,95000
16404,10250
17950,10230
24085,10210
24106,10800
24365,10260
24409,90250
24542,10900
24585,10310
24590,10280
24602,10540
14985,10540
15062,10160
15207,10230
15311,10240
17444,10270
17463,10240
18144,58000
27074,84110
27142,10160
27249,11110
27266,10120
27403,10250
27469,10400
27509,10240
27522,10150
14648,10100
14863,11000
15302,50200
15402,10140
15429,10510
15825,10540
16326,10250
17517,12110
18316,10120
16924,10170
24707,73000
24711,10540
24742,10210
14763,10500
15437,64150
17029,10220
17564,10260
18302,50000
18313,50130
18314,10220
27542,21140
27602,10400
27644,11140
27707,10210
27709,11130
27845,11110
27864,40000
15010,83200
15312,10110
15439,73160
15982,10160
16205,10520
18444,10260
18483,11120
18487,12150
18523,20110
18542,10160
24904,10240
24906,10240
24985,10520
25025,12000
25044,10160
25082,32110
25106,41000
25122,90110
25202,20000
25227,10210
25229,73170
15084,10900
16202,10250
17742,18140
17968,10110
18777,10210
27884,10250
27885,51120
27886,12120
27890,10150
27903,10160
27943,10700
28043,10170
20482,11110
20502,10240
20672,10520
20726,10250
20822,73000
20942,10520
20947,10110
20985,44000
20987,10400
14837,10240
21162,10600
24522,90000
27263,10150
27265,10250
27362,73210
27363,10140
27364,10140
27443,73220
27446,25110
27504,11140
19482,10110
19504,10120
19562,10700
19782,71110
19789,10400
19802,62120
20986,12000
21905,90000
25563,10120
25569,10800
25704,21160
25716,10110
27027,10230
27043,10500
27305,48110
27445,10800
27468,11000
27470,10900
27482,10260
18543,10160
21104,10250
24419,10110
26170,10210
27510,10230
27605,11110
27655,10150
27656,10160
27667,11000
27702,11000
19863,10120
19864,41130
19946,70110
20062,10250
20191,11130
20208,11120
20224,10230
20262,10120
24566,10150
25403,12120
25515,10210
25826,10220
25904,10560
25915,90170
26041,10110
26102,10240
27642,30000
27704,10290
27705,40150
27743,55000
27843,10160
27742,60000
27914,10310
27916,10110
27919,73140
27982,10110
28002,10400
28003,10260
28024,10310
28025,10270
28026,10170
28028,12000
28165,12150
20303,10700
20344,10230
20346,10310
20383,10510
20385,52240
20389,10160
20392,11120
20399,73220
20408,10260
20410,61000
20503,10220
20542,12150
24968,66210
26312,10250
26366,10240
26516,10250
27911,10540
27915,30110
27920,10230
27925,10320
28264,73110
28272,11110
28329,65150
28410,10260
28462,10540
28466,10230
28470,10260
28628,72000
28646,10510
28703,30210
28751,10150
20728,11120
20802,21000
27564,10400
27583,58120
27584,10130
27804,12120
26626,18000
26642,10510
26796,10110
27003,10230
27004,24000
28409,10280
28422,10250
28523,10120
28550,13170
28624,1520
28625,10130
28626,10500
28755,10900
24485,12130
28793,10510
28822,10210
28842,10330
28843,21120
27827,10400
27865,18150
27910,75000
28208,11120
28209,11130
28263,10310
28342,18000
28349,10250
28408,10800
15261,31120
15286,20110
15306,31130
16283,73210
16329,11130
16424,10260
17085,10250
21343,55120
21365,45170
21370,10160
24126,10230
24166,10600
24543,11200
24596,20150
24624,10540
24710,10900
24743,10220
14988,10700
15008,10290
16563,20000
16622,20230
17003,10210
17763,10520
21102,10310
21112,10210
21250,10250
21525,44210
21626,10110
23382,10900
23386,11120
23485,10800
24422,10250
15024,10540
15260,10250
18006,10250
18203,10140
18242,11120
18445,10510
18825,10240
22194,12130
23363,12150
23484,12222
23508,12000
24744,10310
25309,12120
25483,10210
16608,12150
16609,10260
17024,10310
17162,20270
18442,10170
19109,10240
19122,50130
19166,10600
19207,10800
19369,44000
21408,10100
22522,10330
22943,63110
23884,30000
24003,10220
24942,20230
24965,10220
24967,77110
25733,11130
26385,57130
14828,10540
15843,10400
16327,30310
16386,11130
17102,10600
18162,10240
18164,10280
18311,10160
18606,10240
18614,10400
21762,10230
22184,12120
23462,10540
23909,90110
25063,50200
25342,10240
25512,55140
25514,10270
14687,10250
14983,10260
15806,48170
15807,10700
17108,10510
17123,21120
17527,72110
17562,50210
21103,11000
21944,10110
22004,10900
22082,74000
22462,10200 
25268,85000
25308,10110
25504,10150
14682,74000
16385,10700
16787,51170
17130,10120
18722,10240
19042,10900
19049,11120
21022,10220
21043,10900
21202,11130
21922,10230
21924,32000
23343,10150
24785,10240
25567,10900
25568,10310
25603,10120
25604,10250
15021,10540
15037,50100
16103,12000
16486,10400
16565,10210
16825,10250
17023,10170
21108,10510
21402,10800
23124,10310
23905,10310
23908,40000
24806,90240
25002,10120
19414,11000
19542,24000
19746,21130
19865,10900
19924,12150
20046,48000
25622,10150
25717,52100
25725,10600
25731,10160
25882,11000
25918,63110
26035,10600
26068,10240
16722,10120
17266,11130
17518,10310
17542,10210
18043,10150
18225,23000
21231,10200
21447,10330
21457,11120
22202,53130
22502,73000
23367,11000
23383,20110
14647,26110
15323,10220
15625,74000
15626,10260
16366,10260
17025,10310
21347,10250
21462,10120
21843,10160
22185,10900
22283,10100
22366,61000
22842,20000
23843,10270
15645,10400
15824,10210
17083,10900
18491,10210
18742,71190
18746,10220
21114,10240
22544,10120
23162,10110
23664,20180
24170,10250
24403,10900
18484,10230
19583,10210
20199,73000
20202,55140
24582,31160
26384,10110
26482,10120
26562,10330
26663,21130
26705,12130
14568,10120
15006,10800
15012,10900
15082,10540
15146,22000
15259,80000
15545,11140
15682,10900
16102,10510
16702,10260
12605,67110
21566,10700
22026,10510
22243,10800
22442,10500
22682,10400
23102,10240
23385,10400
16604,13160
16886,10400
17124,10170
18023,12160
18385,71000
18482,50130
19043,10250
19368,10800
21062,10310
21528,10160
22062,10700
23506,10120
23588,***
23726,47000
24364,10310
24713,10540
14849,12130
16423,80000
17384,90170
17512,31000
17944,40000
17442,10150
21182,10400
21451,10700
21763,10260
21902,10120
22923,10800
23242,10400
23982,10150
14982,11000
15042,10540
16602,71000
19284,10120
19326,10220
19383,11120
19624,10310
25171,20140
25222,10140
25226,10250
25708,10120
26182,10300
26505,80110
26746,10120
15022,72170
15034,11000
15202,73130
16122,10900
16542,76120
17844,11000
18003,10160
18227,10110
18485,10270
21582,10160
21602,10210
21705,10230
23127,10230
23388,11150
23589,10240
23945,74000
24089,10600
24407,90250
14663,54150
14944,30410
15304,10400
16042,11150
16106,10510
16142,25000
16406,61130
17762,84320
18007,11110
18776,10170
19091,10900
21242,10310
21407,10900
23369,10110
23482,11120
23719,13280
23720,10110
24065,10240
24597,32140
24903,10540
25066,10290
25728,10110
25742,10120
25914,30000
26033,11130
17982,11120
18844,
18962,11140
22305,50230
22422,10120
24172,11000
24584,10260
24606,10160
24716,50200
24905,10310
25084,10220
16222,10270
19847,10160
19849,21000
20184,12120
26383,20130
26667,10100
26745,70000
26793,13170
27080,10260
27083,10400
27105,34000
27204,10600
27206,10230
18424,57150
18462,57130
19009,11000
19050,10150
19064,10800
19104,10240
19106,10150
19107,10600
19402,36240
19413,84000
21366,10900
21367,10120
24087,10120
24463,57130
24966,10160
25126,10250
25163,10150
25167,10170
25509,10300
25516,43000
14845,10900
17922,91160
20347,10250
20384,10510
20395,10240
20396,10240
20405,10330
20426,10120
20443,10110
30202,10310
31305,10100
31743,10150
32185,32140
32684,10240
33244,10110
34693,15000
35467,10270
32430,10600
32562,10120
32582,10510
32648,11000
32655,10220
32847,11120
31562,50100
31713,10130
36563,10160
36626,10290
38814,12130
39367,10240
39545,10120
32844,11110
32908,10120
33006,20180
33042,20230
33044,10110
33046,10400
33050,10800
33056,10900
38404,15236
40762,10540
32925,10220
32927,10240
32965,73220
33003,10300
33048,10230
33054,10250
33384,10250
33388,73210
33396,10240
33401,11140
33423,10110
33425,10250
34615,20170
35682,10500
36842,83120
39742,10400
41822,10400
41886,10260
33124,10400
33135,48000
33143,10150
33162,10260
33168,43000
33233,10270
33243,10400
33331,10130
33282,10230
34472,10170
34708,20110
36969,40000
39302,10210
39982,10110
40962,10150
41042,41000
33427,10540
33443,20000
33547,10900 
33626,10160
33726,57120
33842,50130
31708,12130
34613,11130
34614,10250
35804,74130
41943,10700
41969,10900
41987,10120
42024,10400
33603,11000
33609,74120
33643,10900
33655,10700
35842,11000
41343,10240
41542,11111
41624,33150
41625,10110
41626,10160
41722,11120
33886,10160
33890,41190
33894,11120
33899,10120
33900,10160
34122,10800
37722,10110
38005,12120
38168,10540
38242,10150
42025,73130
42026,10250
42112,10170
42162,46110
33704,10160
33707,10110
33708,84000
33803,10540
33808,10600
33828,10520
33888,10250
33905,11130
36963,11000
39602,10270
39622,11000
41902,10530
42022,10220
42062,10600
42088,10520
42148,10120
34319,10240
34346,10150
34362,10510
34396,12160
34465,20140
34526,10160
42243,10250
42262,10800
42263,73220
42384,10240
42404,10540
42529,67130
42531,30140
42542,10140
42543,10520
33929,10170
33937,10140
33982,10210
33989,41000
34042,10100
34102,10120
34142,10120
34162,66150
35803,20230
42387,20230
42408,10210
42442,10240
42445,50100
42524,82000
42585,42130
42725,10310
34828,10310
34829,
34855,10600
34906,36000
34909,10150
35022,11110
35085,10220
35143,55110
28882,10800
29342,10400
29346,10600
30903,10240
31425,57230
31813,10220
34326,10150
34354,50220
34359,10240
34367,10210
34387,10250
34389,11110
34404,10120
29082,83000
29943,10600
30643,10140
31540,12110
33847,10220
37002,12000
42444,10110
42651,10510
35283,80220
35470,70130
35504,90120
35604,73000
35607,10330
35608,74000
29482,34000
29483,10150
29931,10110
30507,21110
30726,93000
31988,27120
32189,10800
32278,11130
32436,10220
34406,10320
34464,25140
34482,10250
34528,44000
34618,10240
34705,10540
34843,20000
34883,84220
29702,10900
30646,10230
31083,10110
31422,10310
31795,10400
31922,10220
32072,82140
32084,50100
35664,11000
35928,71000
35934,10110
35936,10100
35938,22210
35944,10250
29085,73170
29449,10140
30562,10250
30611,10600
30622,80000
30742,10240
31069,52000
31070,12000
31102,10150
31155,12130
34887,10500
34889,10230
34901,10700
35003,57340
35116,10250
35508,10250
29165,10150
29626,10240
29627,10210
29684,10160
30863,10260
30864,10170
31282,10100
31456,20230
31704,10210
36122,43110
36228,10160
36384,10210
36404,11140
36467,11130
29446,10250
29685,10250
30303,12160
30402,10700
30644,22000
30909,10160
31269,10220
31662,10000
35522,10310
35547,10170
35615,10900
35788,10600
35802,10260
35895,10140
35947,70000
36003,30210
36062,21120
32622,10310
32647,10120
32654,10140
32667,10210
32904,27000
33225,10280
36542,10250
36634,10170
36743,50290
36883,12110
37028,20150
37086,12130
37185,74000
37187,10200
37242,11000
30722,10140
30823,12000
31644,11000
31817,10320
31826,10120
31885,73000
31949,11120
36148,10160
36165,10140
36224,10310
36225,11130
36722,10400
29203,11120
29204,10120
29422,24000
30104,10140
30607,10900
30663,10240
30908,10260
31145,10800
31384,10210
37262,10270
37302,10310
37343,10400
37387,10160 
37668,17000
37803,10250
38022,11110
38122,40120
30942,50000
31605,10900
31845,46220
31944,13000
37088,10110
37142,73120
37164,10110
37165,91130
37166,15220
37322,10270
37362,10400
37382,10310
29404,11140
30103,10250
30523,21000
31068,10200
31154,10520
31382,20110
31383,20150
31444,10800
31525,11130
31527,11000
38202,11140
38462,10210
38502,10400
38542,57000
38702,10220
38764,10600
38802,65000
38842,77110
38863,10600
28862,10540
29454,12130
30023,10400
30024,73210
30442,10900
31122,11110
31448,10600
32085,83000
37664,10900
38004,10240
38143,10300
38162,10540
38264,10240
38283,10330
38284,10520
38386,10310
29925,10270
30042,10170
31108,10130
31136,10110
31223,25110
31285,20000
31452,10540
39010,56110
39022,10700
39162,65000
39264,11130
39310,11140
39442,10800
39446,11140
29764,95130
30186,42110
30743,21140
30983,10230
31065,20000
31622,11120
31816,10110
38403,10400
38467,10210
38522,12120
38585,11130
38724,10510
38725,10900
38785,10800
38805,10150
38806,10800
38813,10520
31271,45150
31603,45190
31667,10600
31796,10170
31798,10220
31809,73000
31810,82000
31811,10150
39537,10540
39603,10900
39684,15110
39723,10240
39725,10310
40004,20230
40042,10900
40069,90000
40226,50000
32103,10310
32122,73210
32203,10120
32440,30000
38942,10160
39265,10160
39308,10160
39424,13160
39444,74000
39502,44000
39678,12130
39708,10240
39729,10510
39743,10400
31107,10400
31209,10400
31539,10110
31820,90110
31822,73130
31889,42000
31983,10110
32066,10160
40322,12130
40362,10170
40405,10110
40806,10240
40822,10260
31082,10260
31211,11110
31227,10120
32148,10900
32445,10120
32674,10520
39962,12120
39964,10120
40065,10140
40142,
40162,10110
40222,10270
40248,10540
40323,67130
40667,20110
29014,10290
31763,10160
32100,10160
32343,10160
41236,73170
41263,10250
41284,11130
41346,10900
41370,13170
41462,90240
33045,13130
33126,10170
33129,36210
33222,43000
33231,11000
33307,73140
35463,10700
35662,10150
36968,57100
37103,10510
37125,10540
37222,10230
37642,10150
33033,10160
33109,21130
33136,20110
33164,10160
33228,10270
33235,10220
33252,50200
33323,10120
30062,11000
32683,11140
32772,10220
34704,20140
35805,83000
35843,20150
38224,30000
38262,10110
38263,10700
38365,12000
38584,11000
38865,11140
38922,10260
39015,10310
39045,57000
39222,83110
32010,70000
37962,10250
38003,10140
38167,10330
39363,10280
39364,10510
39467,10530
39730,84320
38302,10210
38503,10160
38602,10100
38603,20150
38682,10240
38727,30170
38743,73140
38783,80210
38787,10330
38804,10150
31642,10250
38085,26000
38388,10250
39365,10600
39366,10260
39452,10800
39523,44000
39524,10510
39748,12130
39948,10510
40070,20000
40082,83000
40163,11110
40402,10110
40462,10560
40487,10110
40671,10310
38127,32140
39403,10310
39746,30130
41043,10260
41142,74000
41182,11000
38812,33150
38902,46000
39014,10700
39016,10210
39043,10160
39083,10110
39124,12000
39242,10110
39244,10170
39246,10110
39342,70120
39202,10900
39664,10230
39670,20000
39674,10230
39731,10400
39950,10600
40442,11000
40985,84000
41228,10520
41368,10140
41504,12130
41627,20000
41631,10600
41686,10120
41723,10260
41746,10110
41753,11000
41803,10270
35631,10600
38305,10270
39462,11140
39902,30000
40843,11000
41890,10230
41967,10900
42042,72000
39583,10220
39762,12120
39802,10230
39965,11140
40003,10310
40064,10250
40144,10270
40165,20160
40224,
39534,20150
39535,11110
41523,42000
41804,10800
41842,10520
41963,10900
41982,11000
41983,10230
42004,10310
42186,12150
42352,10230
42413,41000
42425,73170
42446,10140
42528,12130
42787,10250
42082,10310
42083,10210
42085,10250
42183,10400
42184,12120
42185,10800
42246,10600
40245,11000
40246,5700
40304,10250
40542,21140
40582,42000
40642,10400
40643,10250
40665,10900
41225,10500
41345,10160
29462,10120
38342,10220
38465,11000
39540,10240
33926,16000
34466,10260
35743,10250
42251,67130
42282,10140
42342,10400
42344,10700
42364,10140
29012,83150
29407,34000
29442,10540
29642,20170
30362,10900
31149,10260
31156,48000
32675,10120
39426,10900
33654,40000
33990,10530
35627,10220
35629,11120
36024,10210
41503,11130
41522,15180
41748,10110
38468,10250
42383,74000
42391,11120
42784,30000
42786,10230
42793,12000
42464,10700
42547,10110
42586,10240
42602,10540
42624,10250
42742,10510
42792,40170
42795,11000
42798,11120
