"ITEM_ID","CART_ID","MATNR","QUANTITY","TOTAL_PRICE","DESCRIPTION","NORMAL_PRICE","F_CANBUY","PROMO_REC_ID","PROMO_CART_ITEM_ID","SOFTNESS_ID"
"13,821","14,703","19097824",1,"7,900",,"7,900",Y,,,
"14,087","15,563","19070063",1,"1,890",,"1,890",Y,,,
"19,522","21,662","19110880",1,"16,800",,"16,800",Y,,,
"13,902","15,302","19111301",1,"5,250",,"5,250",Y,,,
"13,921","15,402","19106679",1,"4,790",,"4,790",Y,,,
"13,968","15,462","19112184",1,"17,900",,"17,900",Y,,,
"13,983","15,463","19096359",1,"11,900",,"11,900",Y,,,
"14,716","16,145","59007685",1,"7,250",,"7,250",Y,,,
"14,025","15,522","19029464",1,"1,610",,"1,610",Y,,,
"14,032","15,524","19096360",1,"10,900",,"10,900",Y,,,
"14,064","15,563","19077083",1,"13,615",,"13,615",Y,,,
"14,092","15,584","19081433",1,"3,290",,"3,290",Y,,,
"91,172","94,042","59001898",1,"27,900",,"27,900",Y,,,
"14,190","15,624","19111297",1,"3,220",,"3,220",Y,,,
"14,561","15,982","19091930",1,"9,900",,"9,900",N,,,
"14,881","16,343","59007711",1,"21,500",,"21,500",Y,,,
"14,718","16,145","19063976",1,"6,900",,"6,900",Y,,,
"14,879","16,364","19077062",1,"3,900",,"3,900",Y,,,
"14,735","16,145","59001234",1,"39,900",,"39,900",Y,,,
"14,862","16,342","19093389",1,"14,250",,"14,250",Y,,,
"15,006","16,485","19071517",1,"1,680",,"1,680",Y,,,
"14,889","16,343","19042864",1,"10,950",,"10,950",Y,,,
"14,893","16,343","19071521",1,"2,380",,"2,380",Y,,,
"14,901","16,402","59010074",1,"9,900",,"9,900",Y,,,
"15,013","16,504","19026288",1,"37,730",,"37,730",Y,,,
"17,841","17,923","59010272",1,"19,900",,"19,900",Y,,,
"15,014","16,502","19071517",1,"1,680",,"1,680",Y,,,
"15,015","16,502","59006531",1,"15,900",,"15,900",Y,,,
"15,061","16,530","19110817",1,"25,900",,"25,900",Y,,,
"15,043","15,722","19055860",1,"7,900",,"7,900",Y,,,
"91,241","96,322","19086672",1,"10,900",,"10,900",Y,,,
"15,164","16,603","19097660",1,"3,900",,"3,900",Y,,,
"18,703","20,882","19027636",1,"5,880",,"5,880",Y,,,
"15,241","16,722","25017414",1,299,,299,Y,,,
"15,251","16,725","19090393",1,"22,900",,"22,900",Y,,,
"15,304","16,748","59004664",1,"9,900",,"9,900",Y,,,
"15,306","16,748","19067485",1,"1,680",,"1,680",Y,,,
"15,466","17,022","19087091",1,"4,990",,"4,990",Y,,,
"15,444","10,482","19094079",1,"9,900",,"9,900",Y,,,
"15,465","17,022","19077687",1,"15,000",,"15,000",Y,,,
"15,965","12,622","19023829",1,"5,175",,"5,175",Y,,,
"15,641","17,167","19090408",1,"5,900",,"5,900",Y,,,
"15,675","14,606","19077253",1,"1,190",,"1,190",Y,,,
"15,835","8,783","19100903",1,975,,975,Y,,,
"16,182","16,102","19109485",1,"4,200",,"4,200",Y,,,
"19,485","17,822","19101643",1,"5,600",,"5,600",Y,,,
"16,183","16,102","19109654",1,"4,550",,"4,550",Y,,,
"91,261","93,882","19109646",1,"9,035",,"9,035",Y,,,
"16,364","17,923","59006946",1,"5,900",,"5,900",Y,,,
"91,263","93,882","19101783",1,"10,290",,"10,290",Y,,,
"16,422","18,002","59010024",1,"27,900",,"27,900",Y,,,
"16,482","18,063","19096180",1,"22,750",,"22,750",Y,,,
"16,425","18,002","59007968",1,"24,900",,"24,900",Y,,,
"18,122","20,024","19036601",1,"6,650",,"6,650",Y,,,
"16,787","18,382","19076889",1,"2,240",,"2,240",Y,,,
"91,314","96,343","39000450",1,"22,950",,"22,950",Y,,,
"91,425","96,402","19042768",1,"18,900",,"18,900",Y,,,
"16,941","18,543","19031477",1,"6,320",,"6,320",Y,,,
"17,103","13,762","19070064",1,"4,480",,"4,480",Y,,,
"17,206","18,926","19067399",1,"2,590",,"2,590",Y,,,
"17,207","18,927","19027079",4,"1,820",,455,Y,,,
"20,183","22,302","19041254",1,"1,990",,"1,990",Y,,,
"91,320","96,343","59011044",2,"55,680",,"27,840",Y,,,
"91,387","96,382","19096170",1,"11,830",,"11,830",Y,,,
"17,343","19,023","59008059",1,"16,500",,"16,500",Y,,,
"91,326","96,343","19077060",1,"4,800",,"4,800",Y,,,
"17,351","19,062","19105351",1,"6,900",,"6,900",Y,,,
"18,341","20,183","19111256",1,"8,540",,"8,540",Y,,,
"18,804","19,902","19084940",1,"2,900",,"2,900",Y,,,
"17,424","17,822","19078567",1,"62,900",,"62,900",Y,,,
"17,443","19,143","59010273",1,"23,900",,"23,900",Y,,,
"17,446","19,145","19070062",1,"2,800",,"2,800",Y,,,
"17,665","19,422","59007891",1,"30,900",,"30,900",Y,,,
"17,761","19,522","19111553",1,"8,990",,"8,990",Y,,,
"17,984","19,842","19086681",1,"4,090",,"4,090",Y,,,
"91,444","96,402","19052057",1,"6,900",,"6,900",Y,,,
"17,762","19,522","19078503",1,990,,990,Y,,,
"91,328","96,343","19120654",2,"33,800",,"16,900",Y,,,
"18,582","20,684","19086613",1,"19,900",,"19,900",Y,,,
"18,601","9,982","19086682",1,"4,100",,"4,100",Y,,,
"18,258","20,186","59011186",1,"25,900",,"25,900",N,,,
"18,345","20,322","19106905",1,"19,900",,"19,900",Y,,,
"18,346","20,322","19108478",1,"19,900",,"19,900",Y,,,
"18,307","20,243","19096182",1,"19,500",,"19,500",Y,,,
"20,763","22,863","19077731",1,"14,300",,"14,300",Y,,,
"91,329","96,343","59008064",1,"19,500",,"19,500",Y,,,
"18,484","20,522","19101789",1,"6,790",,"6,790",Y,,,
"18,363","20,382","19112399",1,"1,750",,"1,750",Y,,,
"18,369","20,386","19106681",1,"3,290",,"3,290",Y,,,
"18,504","20,527","19096340",1,"5,900",,"5,900",Y,,,
"18,687","20,866","19044850",1,"2,390",,"2,390",Y,,,
"18,461","20,502","19112395",1,"1,680",,"1,680",Y,,,
"18,473","20,508","59009743",1,"21,960",,"21,960",Y,,,
"18,481","20,522","19112399",1,"1,750",,"1,750",Y,,,
"18,507","9,302","25015795",1,350,,350,Y,,,
"18,509","9,302","19090754",1,990,,990,Y,,,
"18,701","20,882","19086646",2,"35,800",,"17,900",Y,,,
"18,705","20,882","19031686",1,"7,920",,"7,920",Y,,,
"18,945","21,162","19110507",1,"10,900",,"10,900",Y,,,
"18,732","20,923","59001821",1,"17,900",,"17,900",Y,,,
"91,336","96,343","19090834",1,"11,200",,"11,200",Y,,,
"18,943","21,162","19111034",1,"29,900",,"29,900",Y,,,
"18,948","21,162","19111281",1,"5,600",,"5,600",Y,,,
"18,953","21,162","19081404",1,"21,000",,"21,000",Y,,,
"18,955","21,162","19071479",1,"31,500",,"31,500",Y,,,
"19,061","19,904","19109283",1,"8,320",,"8,320",Y,,,
"19,098","21,302","19023836",1,"7,875",,"7,875",Y,,,
"19,604","17,822","19085616",1,"10,150",,"10,150",Y,,,
"19,649","21,825","19063489",1,"6,790",,"6,790",Y,,,
"91,461","96,462","19100904",1,"1,100",,"1,100",Y,,,
"19,146","14,209","19111299",1,"3,010",,"3,010",Y,,,
"91,342","96,343","59000750",1,"35,900",,"35,900",Y,,,
"19,741","21,902","19035150",1,"2,200",,"2,200",Y,,,
"19,742","21,902","19084943",1,"2,900",,"2,900",Y,,,
"20,941","22,982","19110884",1,"8,690",,"8,690",Y,,,
"20,906","22,982","19100897",1,"38,900",,"38,900",Y,,,
"19,907","15,122","19067400",1,"2,590",,"2,590",Y,,,
"20,385","22,462","59004665",1,"10,500",,"10,500",Y,,,
"20,628","22,762","59007793",1,"23,500",,"23,500",Y,,,
"20,581","22,702","19077107",1,"19,950",,"19,950",Y,,,
"20,187","22,305","19086646",1,"17,900",,"17,900",Y,,,
"20,601","22,723","19112930",3,"26,040",,"8,680",Y,,,
"20,712","22,845","59008456",1,"28,900",,"28,900",Y,,,
"91,313","96,343","39000425",1,"23,900",,"23,900",Y,,,
"91,463","96,463","19096170",1,"11,830",,"11,830",Y,,,
"91,465","96,463","19068745",1,"8,100",,"8,100",Y,,,
"91,467","96,463","19120622",1,"14,900",,"14,900",Y,,,
"20,952","23,123","19109912",1,"3,900",,"3,900",Y,,,
"20,910","22,982","19088124",1,"18,600",,"18,600",Y,,,
"20,949","23,123","19112241",1,"37,400",,"37,400",Y,,,
"20,950","23,123","19110833",1,"5,590",,"5,590",Y,,,
"20,953","23,123","19087674",1,"14,300",,"14,300",Y,,,
"21,049","16,042","19112771",1,"25,950",,"25,950",Y,,,
"21,043","16,042","19097663",1,"16,900",,"16,900",Y,,,
"21,045","16,042","19110041",1,"29,900",,"29,900",Y,,,
"21,057","16,042","19077689",1,"9,300",,"9,300",Y,,,
"21,067","23,242","19077272",1,"13,130",,"13,130",Y,,,
"21,068","23,242","19077274",1,"3,380",,"3,380",Y,,,
"91,472","96,463","39001279",1,"23,120",,"23,120",Y,,,
"91,473","96,464","59012049",1,"15,300",,"15,300",Y,,,
"12,684","11,302","19106665",1,"2,700",,"2,700",Y,,,
"12,582","13,582","19070036",1,"1,470",,"1,470",Y,,,
"91,474","96,463","19096338",1,"5,900",,"5,900",Y,,,
"27,819","29,242","19086682",1,"4,100",,"4,100",Y,,,
"12,770","13,824","19096176",1,"8,190",,"8,190",Y,,,
"12,831","13,942","19112223",1,"9,900",,"9,900",Y,,,
"18,621","20,762","19100923",1,"56,940",,"56,940",Y,,,
"13,367","14,687","59008121",1,"20,900",,"20,900",Y,,,
"17,949","19,803","19077083",1,"13,615",,"13,615",Y,,,
"13,137","9,623","19089128",1,"13,800",,"13,800",Y,,,
"13,345","14,643","19097836",1,"8,050",,"8,050",Y,,,
"13,348","14,643","19086637",1,"10,900",,"10,900",Y,,,
"14,382","15,742","19109871",1,"1,800",,"1,800",Y,,,
"91,475","96,463","39000450",1,"22,950",,"22,950",Y,,,
"18,518","16,162","19071517",1,"1,680",,"1,680",Y,,,
"18,584","9,982","19110738",1,"8,330",,"8,330",Y,,,
"27,851","29,242","19111292",1,"2,800",,"2,800",Y,,,
"13,445","14,803","59004336",1,"17,900",,"17,900",Y,,,
"13,970","15,463","19110909",1,"9,900",,"9,900",Y,,,
"13,981","15,482","19051485",2,"41,800",,"20,900",Y,,,
"13,967","15,443","19086638",1,"11,900",,"11,900",Y,,,
"14,024","15,522","19110084",1,"1,750",,"1,750",Y,,,
"14,026","15,523","19109094",1,"3,900",,"3,900",Y,,,
"14,689","16,102","19096185",1,"3,900",,"3,900",Y,,,
"14,037","15,527","59003317",1,"12,900",,"12,900",Y,,,
"14,299","15,683","19109647",1,"9,035",,"9,035",Y,,,
"14,543","15,722","19042869",1,"10,640",,"10,640",Y,,,
"15,908","17,443","19112395",1,"1,680",,"1,680",Y,,,
"27,852","29,242","19109910",1,"5,400",,"5,400",Y,,,
"27,915","30,862","19109280",1,"8,320",,"8,320",Y,,,
"14,724","16,145","59010069",1,"19,900",,"19,900",Y,,,
"14,726","16,145","59004830",1,"9,900",,"9,900",Y,,,
"14,733","16,145","19093324",1,"29,000",,"29,000",Y,,,
"14,734","16,145","59001261",1,"39,900",,"39,900",Y,,,
"14,736","16,145","59010076",1,"44,500",,"44,500",Y,,,
"91,521","96,502","19029462",1,"1,610",,"1,610",Y,,,
"14,804","16,242","19089735",1,"6,900",,"6,900",Y,,,
"14,867","16,362","19101772",2,"25,200",,"12,600",Y,,,
"17,702","19,462","19041668",1,"1,190",,"1,190",Y,,,
"91,522","96,502","19076887",1,"1,610",,"1,610",Y,,,
"91,624","96,583","19060298",1,"8,100",,"8,100",Y,,,
"14,885","16,343","59009994",1,"17,430",,"17,430",Y,,,
"14,891","16,343","19106901",1,"6,900",,"6,900",Y,,,
"17,967","19,802","19042871",1,"9,730",,"9,730",N,,,
"14,961","16,464","19046700",1,"15,825",,"15,825",Y,,,
"15,121","15,625","19101668",2,"11,200",,"5,600",Y,,,
"18,963","21,182","19090640",6,"59,400",,"9,900",Y,,,
"18,964","21,182","19055698",1,"31,900",,"31,900",Y,,,
"19,523","21,662","19110883",1,"5,100",,"5,100",Y,,,
"15,259","16,725","59008817",1,"19,900",,"19,900",Y,,,
"20,383","22,462","59001933",1,"33,825",,"33,825",Y,,,
"15,602","17,122","19025609",1,"10,725",,"10,725",Y,,,
"15,525","17,083","19077060",1,"3,900",,"3,900",Y,,,
"15,984","17,564","59001715",1,"21,500",,"21,500",Y,,,
"15,670","17,168","19036628",1,"2,030",,"2,030",Y,,,
"15,847","16,102","19077277",1,"3,990",,"3,990",Y,,,
"27,844","30,664","19076884",1,"5,530",,"5,530",Y,,,
"16,025","17,602","19026317",1,"2,990",,"2,990",Y,,,
"19,285","21,484","19101791",1,"5,390",,"5,390",Y,,,
"27,845","29,242","19077252",1,990,,990,Y,,,
"16,345","17,922","25017270",1,120,,120,Y,,,
"16,347","17,922","25023243",1,99,,99,Y,,,
"16,348","17,922","25023249",1,99,,99,Y,,,
"91,561","96,502","19118977",1,455,,455,Y,,,
"16,351","17,922","25023255",1,99,,99,Y,,,
"16,625","18,202","19071517",1,"1,680",,"1,680",Y,,,
"16,841","18,462","19091926",1,"34,600",,"34,600",Y,,,
"16,686","18,244","19106681",1,"3,290",,"3,290",Y,,,
"16,685","18,244","19106678",1,"4,790",,"4,790",Y,,,
"16,847","18,483","19112396",1,"2,380",,"2,380",Y,,,
"17,581","19,323","19026021",1,"5,500",,"5,500",Y,,,
"27,846","29,242","19077254",1,"1,190",,"1,190",Y,,,
"91,649","96,607","19116092",1,"41,900",,"41,900",Y,,,
"17,201","18,926","19088783",1,"10,500",,"10,500",Y,,,
"27,847","29,242","19077256",1,"1,450",,"1,450",Y,,,
"17,354","19,062","19071113",4,"7,560",,"1,890",Y,,,
"17,345","19,023","59001821",1,"17,900",,"17,900",Y,,,
"20,781","22,882","19077109",1,"5,110",,"5,110",Y,,,
"18,101","19,964","19070067",1,"4,270",,"4,270",Y,,,
"17,865","19,682","19114014",1,"1,850",,"1,850",Y,,,
"27,848","30,664","19076889",1,"2,240",,"2,240",Y,,,
"17,886","19,704","19097865",1,"35,600",,"35,600",Y,,,
"18,121","20,024","19070036",2,"2,940",,"1,470",Y,,,
"18,181","19,964","19077734",1,"10,400",,"10,400",Y,,,
"18,166","20,125","19100902",1,975,,975,Y,,,
"27,849","30,664","19076887",1,"1,610",,"1,610",Y,,,
"27,850","29,242","19108958",1,"4,990",,"4,990",Y,,,
"27,853","29,242","19101666",1,"7,350",,"7,350",Y,,,
"19,562","21,682","19108478",1,"19,900",,"19,900",Y,,,
"20,188","22,305","19078198",1,"5,250",,"5,250",Y,,,
"20,894","22,982","19042777",1,"19,200",,"19,200",Y,,,
"19,569","21,743","19111551",1,"24,900",,"24,900",Y,,,
"20,321","22,402","19071269",1,"13,900",,"13,900",Y,,,
"20,322","9,322","19067797",1,"5,950",,"5,950",Y,,,
"20,382","22,462","19109283",1,"8,320",,"8,320",Y,,,
"91,644","96,604","19096338",1,"5,900",,"5,900",Y,,,
"20,462","22,462","19044410",1,"3,600",,"3,600",Y,,,
"20,901","22,982","19112347",1,"39,900",,"39,900",Y,,,
"20,888","22,982","19091479",1,"12,300",,"12,300",Y,,,
"20,629","22,782","19112399",1,"1,690",,"1,690",Y,,,
"20,701","22,642","19055860",1,"7,900",,"7,900",Y,,,
"20,854","22,982","19042633",1,"5,500",,"5,500",Y,,,
"20,861","22,982","19100633",1,"22,900",,"22,900",Y,,,
"21,528","23,576","19112774",1,"23,900",,"23,900",Y,,,
"21,069","23,243","19111297",1,"3,220",,"3,220",Y,,,
"27,854","29,242","19111277",1,"5,250",,"5,250",Y,,,
"21,284","23,422","19110086",1,"3,150",,"3,150",Y,,,
"21,285","23,422","19110088",1,"3,850",,"3,850",Y,,,
"27,855","29,242","19086667",1,"6,900",,"6,900",Y,,,
"91,683","96,625","19117037",1,"17,990",,"17,990",Y,,,
"91,668","96,624","19091326",1,"2,350",,"2,350",Y,,,
"21,373","22,982","19087095",1,"4,990",,"4,990",Y,,,
"21,374","22,982","19087095",1,"4,990",,"4,990",Y,,,
"21,982","24,163","19101621",1,"23,900",,"23,900",Y,,,
"21,536","23,576","19080287",1,"4,200",,"4,200",Y,,,
"27,856","29,242","19086655",1,"3,490",,"3,490",Y,,,
"27,857","29,242","19086656",1,"4,590",,"4,590",Y,,,
"21,482","23,570","19077181",1,"13,900",,"13,900",Y,,,
"27,858","29,242","19070694",1,"7,990",,"7,990",Y,,,
"21,517","23,576","19106679",1,"4,790",,"4,790",Y,,,
"21,561","23,605","19091929",1,"12,800",,"12,800",Y,,,
"91,684","96,625","19096157",1,"12,675",,"12,675",Y,,,
"91,778","96,693","19086639",1,"1,750",,"1,750",Y,,,
"21,553","23,581","59007968",1,"24,900",,"24,900",Y,,,
"91,763","96,583","19096156",1,"9,425",,"9,425",Y,,,
"91,776","96,692","19121603",1,"10,900",,"10,900",Y,,,
"21,988","22,543","59011107",2,"45,800",,"22,900",Y,,,
"21,643","23,570","19060076",1,"22,900",,"22,900",Y,,,
"91,777","96,693","19086654",2,"5,980",,"2,990",Y,,,
"21,742","21,802","19086638",1,"11,900",,"11,900",Y,,,
"21,687","23,765","25017254",1,120,,120,Y,,,
"21,739","21,802","19114405",1,"2,660",,"2,660",Y,,,
"27,860","29,242","19047436",1,"3,450",,"3,450",Y,,,
"91,805","73,063","19112275",1,"2,390",,"2,390",Y,,,
"21,744","23,830","59007655",1,"25,900",,"25,900",Y,,,
"21,847","23,927","19090826",1,"5,460",,"5,460",Y,,,
"21,844","23,927","19091636",1,"5,625",,"5,625",Y,,,
"21,846","23,927","19090827",1,"5,460",,"5,460",Y,,,
"21,849","23,927","19097695",1,"4,190",,"4,190",Y,,,
"27,861","29,242","19036610",1,"4,970",,"4,970",Y,,,
"27,862","29,242","19037392",1,"4,900",,"4,900",Y,,,
"21,856","23,944","19114405",4,"10,640",,"2,660",Y,,,
"27,863","30,548","59011199",1,"30,900",,"30,900",Y,,,
"91,803","73,063","39000456",1,"13,950",,"13,950",Y,,,
"27,864","30,763","19112395",1,"1,680",,"1,680",Y,,,
"91,804","73,063","39001788",1,"17,990",,"17,990",Y,,,
"91,807","73,063","19108480",1,"19,900",,"19,900",Y,,,
"27,865","30,802","19114085",1,"21,900",,"21,900",Y,,,
"27,881","30,822","59010273",1,"23,900",,"23,900",Y,,,
"91,808","73,063","19115374",1,"19,900",,"19,900",Y,,,
"91,809","73,063","59011682",1,"7,490",,"7,490",Y,,,
"91,810","73,063","19051008",1,"13,280",,"13,280",Y,,,
"22,141","24,402","59008172",1,"26,900",,"26,900",Y,,,
"22,229","24,485","19111281",1,"5,390",,"5,390",Y,,,
"22,205","24,465","19096195",1,"17,290",,"17,290",Y,,,
"22,204","24,462","19031690",1,"1,360",,"1,360",Y,,,
"22,225","24,484","19027077",1,390,,390,Y,,,
"22,226","24,484","19112396",1,"2,380",,"2,380",Y,,,
"22,227","24,484","19106904",1,"7,500",,"7,500",Y,,,
"22,228","24,485","19111281",1,"5,390",,"5,390",Y,,,
"22,263","21,662","59010244",1,"18,750",,"18,750",Y,,,
"22,264","21,662","59010255",1,"15,510",,"15,510",Y,,,
"22,265","21,662","59010254",1,"19,200",,"19,200",Y,,,
"22,269","14,803","19089135",1,"7,300",,"7,300",Y,,,
"22,268","14,803","19108958",1,"4,990",,"4,990",Y,,,
"22,270","5,704","59010069",1,"19,900",,"19,900",Y,,,
"27,908","30,842","59006451",1,"16,900",,"16,900",Y,,,
"27,918","30,864","19112223",1,"12,900",,"12,900",Y,,,
"22,271","24,522","19098180",1,"24,900",,"24,900",Y,,,
"22,272","24,522","19098181",1,"24,600",,"24,600",Y,,,
"22,273","24,522","19092199",1,"39,900",,"39,900",Y,,,
"22,279","24,524","19091326",1,"2,350",,"2,350",Y,,,
"22,275","24,522","19096196",2,"27,800",,"13,900",Y,,,
"22,276","24,522","19098182",1,"14,400",,"14,400",Y,,,
"22,301","24,283","19110040",1,"17,900",,"17,900",Y,,,
"22,321","24,542","19114405",1,"2,660",,"2,660",Y,,,
"12,445","13,142","19109911",1,"13,900",,"13,900",Y,,,
"12,508","13,502","59010076",1,"44,500",,"44,500",Y,,,
"12,563","13,562","19090844",1,"1,170",,"1,170",Y,,,
"12,587","13,582","19089735",1,"6,900",,"6,900",Y,,,
"15,213","16,642","19111305",1,"11,200",,"11,200",Y,,,
"12,584","13,582","19077242",1,"2,900",,"2,900",Y,,,
"140,448","145,007","19115484",1,"17,900",,"17,900",Y,,,
"12,627","13,622","19072330",1,"25,900",,"25,900",Y,,,
"12,649","13,644","19110765",1,"7,900",,"7,900",Y,,,
"39,479","40,062","19077080",1,"10,080",,"10,080",Y,,,
"12,767","13,824","19036607",1,"4,970",,"4,970",Y,,,
"12,811","12,622","19077692",1,"9,600",,"9,600",Y,,,
"13,001","14,203","59010159",1,"5,900",,"5,900",Y,,,
"21,734","23,826","19076182",1,"4,700",,"4,700",Y,,,
"12,812","12,622","19077691",1,"8,250",,"8,250",Y,,,
"13,108","14,308","19102426",1,"25,900",,"25,900",Y,,,
"21,748","23,830","19062783",1,"4,480",,"4,480",Y,,,
"13,084","14,302","59004453",1,"47,700",,"47,700",Y,,,
"13,083","14,302","59010074",1,"9,900",,"9,900",Y,,,
"13,085","14,302","19078063",1,"49,500",,"49,500",Y,,,
"18,949","21,162","19111293",1,"2,800",,"2,800",Y,,,
"13,193","14,443","19109871",4,"7,200",,"1,800",Y,,,
"13,167","12,864","19086637",1,"10,900",,"10,900",Y,,,
"13,181","14,422","19077769",1,"2,600",,"2,600",Y,,,
"13,138","9,623","19059709",4,"14,800",,"3,700",Y,,,
"13,195","14,443","19112395",4,"6,720",,"1,680",Y,,,
"17,129","18,844","19086636",1,"9,500",,"9,500",Y,,,
"17,285","18,965","19111304",1,"15,400",,"15,400",Y,,,
"17,223","18,926","19072345",1,"11,900",,"11,900",Y,,,
"13,284","14,543","19086639",1,"1,750",,"1,750",Y,,,
"13,249","14,504","19097823",1,"7,900",,"7,900",Y,,,
"14,296","15,683","19090822",1,"6,930",,"6,930",Y,,,
"13,286","14,543","19086643",1,"7,900",,"7,900",Y,,,
"13,303","14,582","19111278",1,"5,250",,"5,250",Y,,,
"13,307","14,605","59010069",1,"19,900",,"19,900",Y,,,
"13,314","14,606","19076182",1,"4,700",,"4,700",Y,,,
"16,762","18,362","19112395",1,"1,680",,"1,680",Y,,,
"17,316","18,996","19027636",1,"5,880",,"5,880",Y,,,
"13,320","14,605","59004039",1,"26,500",,"26,500",Y,,,
"21,052","23,182","59004720",1,"9,500",,"9,500",Y,,,
"13,327","14,622","59008548",1,"21,500",,"21,500",Y,,,
"14,347","15,722","59008619",1,"26,500",,"26,500",Y,,,
"13,485","13,362","19100897",1,"34,900",,"34,900",Y,,,
"39,501","43,990","19115416",1,"24,900",,"24,900",Y,,,
"20,836","22,942","19110837",1,"6,690",,"6,690",Y,,,
"13,561","13,362","19100704",1,"11,200",,"11,200",Y,,,
"13,581","14,882","19112395",1,"1,680",,"1,680",Y,,,
"20,189","22,305","19067793",1,"3,990",,"3,990",Y,,,
"13,703","15,042","19041968",1,700,,700,Y,,,
"13,702","15,022","19112218",1,"39,900",,"39,900",Y,,,
"14,108","15,605","19111306",1,"11,200",,"11,200",Y,,,
"13,907","15,382","19111577",1,"9,900",,"9,900",Y,,,
"14,029","15,522","19110849",1,"10,500",,"10,500",Y,,,
"39,554","27,310","19086653",1,"2,990",,"2,990",Y,,,
"39,463","43,963","19111274",1,"4,900",,"4,900",Y,,,
"14,202","15,627","19077275",2,"4,780",,"2,390",Y,,,
"15,017","16,505","19071517",1,"1,680",,"1,680",Y,,,
"140,466","145,025","19067485",1,"1,680",,"1,680",Y,,,
"39,547","26,206","59011464",1,"20,900",,"20,900",Y,,,
"14,610","16,023","19112685",1,"1,470",,"1,470",Y,,,
"14,554","15,944","19091493",1,"35,500",,"35,500",Y,,,
"14,556","15,962","19091928",1,"9,600",,"9,600",Y,,,
"14,649","16,082","59007248",1,"28,900",,"28,900",Y,,,
"17,663","19,422","59008456",1,"28,900",,"28,900",Y,,,
"17,644","19,405","25023244",1,99,,99,Y,,,
"14,688","16,102","19097694",1,"3,990",,"3,990",Y,,,
"14,845","16,304","19100902",1,975,,975,Y,,,
"15,062","16,530","19111550",1,"23,500",,"23,500",Y,,,
"15,247","16,723","19111292",1,"2,800",,"2,800",Y,,,
"14,890","16,343","19046699",1,"10,950",,"10,950",Y,,,
"14,896","16,343","19097923",1,"5,500",,"5,500",Y,,,
"140,475","145,025","19110088",1,"3,850",,"3,850",Y,,,
"15,242","16,722","25016027",1,299,,299,Y,,,
"140,487","130,982","19127607",1,"3,920",,"3,920",Y,,,
"15,801","17,323","19109652",1,"4,550",,"4,550",Y,,,
"16,192","11,365","19090911",1,"9,900",,"9,900",Y,,,
"39,548","26,206","59011463",1,"20,900",,"20,900",Y,,,
"16,349","17,922","25023248",1,99,,99,Y,,,
"16,245","17,804","19086672",1,"10,900",,"10,900",Y,,,
"16,461","18,042","59008001",1,"23,900",,"23,900",Y,,,
"16,645","18,222","25012699",1,250,,250,Y,,,
"16,643","18,222","19023491",1,"2,550",,"2,550",Y,,,
"16,644","18,222","19023492",1,"2,550",,"2,550",Y,,,
"17,481","19,144","19101655",1,"2,690",,"2,690",Y,,,
"18,031","19,905","19038032",1,"2,900",,"2,900",Y,,,
"18,022","19,882","19071053",1,"2,990",,"2,990",Y,,,
"17,346","19,023","59010273",1,"23,900",,"23,900",Y,,,
"17,646","19,405","25023243",1,99,,99,Y,,,
"20,121","22,043","19091003",1,"3,080",,"3,080",Y,,,
"17,861","19,662","19090826",1,"4,590",,"4,590",Y,,,
"18,026","19,902","19113978",1,"1,990",,"1,990",Y,,,
"18,023","19,882","59004042",1,"20,900",,"20,900",Y,,,
"19,087","21,283","19071518",1,"1,680",,"1,680",Y,,,
"18,064","19,962","19101651",1,"3,190",,"3,190",Y,,,
"18,065","19,962","19051731",1,"11,600",,"11,600",Y,,,
"140,481","145,062","19114565",1,"65,400",,"65,400",Y,,,
"39,549","26,206","59011463",1,"20,900",,"20,900",Y,,,
"18,464","20,503","19096339",1,"5,900",,"5,900",Y,,,
"18,247","20,187","59009437",1,"7,900",,"7,900",Y,,,
"39,556","44,045","19041867",1,"3,690",,"3,690",Y,,,
"18,252","20,189","19110660",1,"3,890",,"3,890",Y,,,
"18,476","16,303","19016097",2,"3,500",,"1,750",Y,,,
"140,664","38,768","19115083",1,"4,900",,"4,900",Y,,,
"140,488","130,982","19127604",1,"1,190",,"1,190",Y,,,
"18,485","20,522","19112396",1,"2,380",,"2,380",Y,,,
"140,498","78,787","59014262",1,"7,990",,"7,990",Y,,,
"19,002","21,182","19042821",1,"49,900",,"49,900",Y,,,
"39,557","44,045","19106902",1,"7,290",,"7,290",Y,,,
"18,950","21,162","19111255",1,"8,540",,"8,540",Y,,,
"18,968","21,182","19113133",2,"49,200",,"24,600",Y,,,
"21,911","24,002","19077101",1,"3,570",,"3,570",Y,,,
"19,089","21,283","19077274",1,"3,380",,"3,380",Y,,,
"19,086","21,283","19077103",1,"9,990",,"9,990",Y,,,
"39,563","44,049","19109097",1,"21,900",,"21,900",Y,,,
"140,503","145,103","19122747",1,"29,900",,"29,900",Y,,,
"140,514","145,105","19132656",1,"9,900",,"9,900",Y,,,
"19,102","21,302","19106666",1,"3,300",,"3,300",Y,,,
"22,383","24,603","19090747",1,"7,900",,"7,900",Y,,,
"19,105","11,843","19097686",1,"5,950",,"5,950",Y,,,
"19,121","21,304","19026151",1,"8,025",,"8,025",Y,,,
"140,515","78,787","59010794",1,"11,115",,"11,115",Y,,,
"140,516","78,787","19031688",1,"3,040",,"3,040",Y,,,
