"ITEM_ID","IDEABOOK_ID","MATNR","INSPIRATION_ID","IMAGE_ID","ITEM_TYPE","PHOTO_ID"
"24,149","44,521","19105355",,,MDM_CYBER,
"24,154","44,521","19090384",,,MDM_CYBER,
"24,156","44,521","19096196",,,MDM_CYBER,
"24,161","44,521","19115081",,,MDM_CYBER,
"24,230","44,683","19100900",,,MDM_CYBER,
"24,223","38,943","19096193",,,MDM_CYBER,
"24,267","44,350","19112396",,,MDM_CYBER,
"24,271","43,922","19068745",,,MDM_CYBER,
"24,330","44,981","19112221",,,MDM_CYBER,
"24,331","44,981","19110921",,,MDM_CYBER,
"24,332","44,981","19110909",,,MDM_CYBER,
"24,382","43,922","19113182",,,MDM_CYBER,
"24,384","43,922","25015700",,,MDM_CYBER,
"24,385","43,922","25015548",,,MDM_CYBER,
"24,462","45,201","19111254",,,MDM_CYBER,
"24,484","45,283","19100902",,,MDM_CYBER,
"24,485","45,283","19077099",,,MDM_CYBER,
"24,490","45,285","59001295",,,MDM_CYBER,
"24,619","45,542",,"3,741",,INSPIRATION,
"24,652","45,549","59011039",,,MDM_CYBER,
"24,728","45,722","19042871",,,MDM_CYBER,
"24,669","45,562","19077292",,,MDM_CYBER,
"24,679","45,562","19096329",,,MDM_CYBER,
"24,726","45,722","19097694",,,MDM_CYBER,
"24,745","45,743","19077426",,,MDM_CYBER,
"24,862","45,901",,"3,881",,INSPIRATION,
"24,863","45,902",,"3,881",,INSPIRATION,
"24,864","45,905",,"3,881",,INSPIRATION,
"24,865","45,905",,"3,621",,INSPIRATION,
"24,866","45,910","19096339",,,MDM_CYBER,
"24,867","45,910","19090655",,,MDM_CYBER,
"24,884","45,919","19077278",,,MDM_CYBER,
"24,902","45,940","19115081",,,MDM_CYBER,
"24,943","46,022","59001799",,,MDM_CYBER,
"24,965","31,523","19110922",,,MDM_CYBER,
"24,966","31,523","19051485",,,MDM_CYBER,
"24,967","31,523","19042842",,,MDM_CYBER,
"24,969","31,522","59007253",,,MDM_CYBER,
"25,002","46,180","59010230",,,MDM_CYBER,
"25,008","46,183","59003391",,,MDM_CYBER,
"25,009","46,180","19110811",,,MDM_CYBER,
"25,011","46,183","59003372",,,MDM_CYBER,
"25,013","46,183","59002212",,,MDM_CYBER,
"25,018","46,184","59008407",,,MDM_CYBER,
"25,019","46,180","19044846",,,MDM_CYBER,
"25,021","46,185","59000383",,,MDM_CYBER,
"25,022","46,185","59008121",,,MDM_CYBER,
"25,025","46,185","59007711",,,MDM_CYBER,
"25,026","46,180","19110832",,,MDM_CYBER,
"25,031","46,180","19077181",,,MDM_CYBER,
"26,909","48,885","59003086",,,MDM_CYBER,
"25,107","46,283","59008494",,,MDM_CYBER,
"25,109","46,283","59008393",,,MDM_CYBER,
"25,142","46,364","19117298",,,MDM_CYBER,
"25,145","46,365","59006482",,,MDM_CYBER,
"25,162","46,387","19090287",,,MDM_CYBER,
"25,184","45,641","59003460",,,MDM_CYBER,
"25,245","46,482","19093165",,,MDM_CYBER,
"25,248","46,482","19059640",,,MDM_CYBER,
"25,249","46,229","19067794",,,MDM_CYBER,
"25,250","46,229","19067796",,,MDM_CYBER,
"25,262","46,503",,"3,761",,INSPIRATION,
"25,270","42,936","19097663",,,MDM_CYBER,
"25,271","42,924","19050212",,,MDM_CYBER,
"25,274","46,506","59011274",,,MDM_CYBER,
"25,275","46,506","19097663",,,MDM_CYBER,
"25,283","46,506","19110884",,,MDM_CYBER,
"25,297","46,506","19068783",,,MDM_CYBER,
"25,300","46,510",,"3,344",,INSPIRATION,
"25,327","43,922","19112734",,,MDM_CYBER,
"25,329","43,922","19106774",,,MDM_CYBER,
"25,334","31,523","19096189",,,MDM_CYBER,
"25,351","46,180","19086380",,,MDM_CYBER,
"25,362","41,982","19076889",,,MDM_CYBER,
"25,413","46,628","59003879",,,MDM_CYBER,
"25,446","46,659","19031683",,,MDM_CYBER,
"25,462","46,742","19077246",,,MDM_CYBER,
"25,645","46,949",,,,PHOTO,"3,241"
"25,603","46,180","19042842",,,MDM_CYBER,
"25,604","46,180","19101622",,,MDM_CYBER,
"25,647","46,948",,,,PHOTO,"3,182"
"25,652","46,300","19088233",,,MDM_CYBER,
"25,654","46,285","19080297",,,MDM_CYBER,
"25,762","47,051","19116151",,,MDM_CYBER,
"25,767","47,051","19080280",,,MDM_CYBER,
"25,769","47,051","19083238",,,MDM_CYBER,
"25,824","44,521","59012119",,,MDM_CYBER,
"25,825","44,521","59008494",,,MDM_CYBER,
"26,042","47,107","19041970",,,MDM_CYBER,
"26,045","47,256","25017503",,,MDM_CYBER,
"26,083","47,345","19071894",,,MDM_CYBER,
"26,090","42,944","19117679",,,MDM_CYBER,
"26,102","47,467",,"2,142",,INSPIRATION,
"26,163","47,620","19014291",,,MDM_CYBER,
"26,174","47,661","19118672",,,MDM_CYBER,
"26,202","47,682","19086668",,,MDM_CYBER,
"26,206","47,682","19113826",,,MDM_CYBER,
"26,213","47,006","19047537",,,MDM_CYBER,
"26,222","47,783","19111271",,,MDM_CYBER,
"26,268","47,827","19110883",,,MDM_CYBER,
"26,272","47,827","19044466",,,MDM_CYBER,
"26,275","47,827","19077470",,,MDM_CYBER,
"26,276","47,827","19059665",,,MDM_CYBER,
"26,277","44,521","19077290",,,MDM_CYBER,
"26,278","44,521","19110941",,,MDM_CYBER,
"26,281","47,827","19059634",,,MDM_CYBER,
"26,285","47,831","19109092",,,MDM_CYBER,
"26,290","47,666","19090401",,,MDM_CYBER,
"26,296","47,832","19078567",,,MDM_CYBER,
"26,298","44,521","19109094",,,MDM_CYBER,
"26,302","47,473","25017621",,,MDM_CYBER,
"26,364","47,666","19114014",,,MDM_CYBER,
"26,365","47,939","19036607",,,MDM_CYBER,
"26,562","14,163","19112773",,,MDM_CYBER,
"26,583","48,342","19111578",,,MDM_CYBER,
"26,587","48,342","59006904",,,MDM_CYBER,
"26,905","48,885","59007251",,,MDM_CYBER,
"26,906","48,885","59007622",,,MDM_CYBER,
"26,917","49,244","59010999",,,MDM_CYBER,
"26,943","49,360","19113179",,,MDM_CYBER,
"26,964","29,924","59012049",,,MDM_CYBER,
"27,226","50,103","59001715",,,MDM_CYBER,
"27,325","50,401","59011081",,,MDM_CYBER,
"27,362","50,463","59003317",,,MDM_CYBER,
"27,364","50,463","59003298",,,MDM_CYBER,
"27,423","49,685","19109630",,,MDM_CYBER,
"27,430","38,061","19077107",,,MDM_CYBER,
"27,442","49,524","19090203",,,MDM_CYBER,
"27,444","49,682","19063520",,,MDM_CYBER,
"27,462","50,722","19027098",,,MDM_CYBER,
"27,464","50,722","19071520",,,MDM_CYBER,
"27,466","50,722","19106682",,,MDM_CYBER,
"27,469","50,722","19113826",,,MDM_CYBER,
"27,470","50,725","25023296",,,MDM_CYBER,
"27,473","50,722","19114012",,,MDM_CYBER,
"27,475","50,725","25017609",,,MDM_CYBER,
"27,502","50,804","19094370",,,MDM_CYBER,
"27,507","50,822","19106662",,,MDM_CYBER,
"27,523","50,862","19114012",,,MDM_CYBER,
"27,526","50,862","19115959",,,MDM_CYBER,
"27,527","50,862","19115960",,,MDM_CYBER,
"27,529","50,862","19114085",,,MDM_CYBER,
"27,533","50,862","19106682",,,MDM_CYBER,
"27,534","50,862","19106680",,,MDM_CYBER,
"27,536","50,862","19059704",,,MDM_CYBER,
"27,542","50,862","59011153",,,MDM_CYBER,
"27,543","50,862","19115403",,,MDM_CYBER,
"27,544","50,862","19115409",,,MDM_CYBER,
"27,545","50,862","59009991",,,MDM_CYBER,
"27,547","50,862","59008716",,,MDM_CYBER,
"27,550","50,862","19108480",,,MDM_CYBER,
"27,551","50,862","19096187",,,MDM_CYBER,
"27,552","50,862","59004652",,,MDM_CYBER,
"27,555","50,862","19077078",,,MDM_CYBER,
"27,559","50,862","59011842",,,MDM_CYBER,
"27,560","50,862","59008399",,,MDM_CYBER,
"23,068","42,605","19037839",,,MDM_CYBER,
"23,071","42,605","19111119",,,MDM_CYBER,
"23,086","42,688",,"3,161",,INSPIRATION,
"23,162","32,300","19112243",,,MDM_CYBER,
"23,186","42,801","19116520",,,MDM_CYBER,
"23,187","42,803","59010276",,,MDM_CYBER,
"24,497","45,285","59007248",,,MDM_CYBER,
"23,210","42,845","19096340",,,MDM_CYBER,
"23,263","42,924","19100788",,,MDM_CYBER,
"23,285","42,941","19115825",,,MDM_CYBER,
"23,286","42,941","19097472",,,MDM_CYBER,
"23,287","42,941","19113978",,,MDM_CYBER,
"23,305","42,944","19109671",,,MDM_CYBER,
"23,311","42,944",,"3,081",,INSPIRATION,
"23,312","42,944",,142,,INSPIRATION,
"23,445","43,176","19101658",,,MDM_CYBER,
"23,483","41,989","19090400",,,MDM_CYBER,
"23,524","43,326","25015555",,,MDM_CYBER,
"23,525","43,326","19117901",,,MDM_CYBER,
"23,530","43,326","19027081",,,MDM_CYBER,
"23,532","43,326","19036625",,,MDM_CYBER,
"23,534","43,326","19044424",,,MDM_CYBER,
"23,537","43,327","19036595",,,MDM_CYBER,
"23,590","43,326","59008397",,,MDM_CYBER,
"23,593","43,326","59003892",,,MDM_CYBER,
"23,636","43,482","19072327",,,MDM_CYBER,
"23,637","43,482","19064086",,,MDM_CYBER,
"23,638","43,482","19063406",,,MDM_CYBER,
"23,639","43,482","19063404",,,MDM_CYBER,
"23,642","43,068","59007246",,,MDM_CYBER,
"23,650","43,540","59007963",,,MDM_CYBER,
"23,662","42,223","19109650",,,MDM_CYBER,
"23,686","43,326","59007246",,,MDM_CYBER,
"23,689","43,626","19108373",,,MDM_CYBER,
"23,702","43,669","19116974",,,MDM_CYBER,
"23,710","43,669","59006548",,,MDM_CYBER,
"23,713","43,669","59011469",,,MDM_CYBER,
"23,715","43,675",,,,PHOTO,"3,129"
"23,719","43,675",,,,PHOTO,"2,822"
"23,722","43,675",,,,PHOTO,"2,721"
"23,723","43,675",,,,PHOTO,"2,171"
"23,783","43,882","59008473",,,MDM_CYBER,
"23,784","43,882","19071497",,,MDM_CYBER,
"23,803","43,906","19111259",,,MDM_CYBER,
"23,822","43,922","19108377",,,MDM_CYBER,
"23,826","43,922","59002866",,,MDM_CYBER,
"23,838","43,922","19014714",,,MDM_CYBER,
"23,841","43,926","19112365",,,MDM_CYBER,
"23,845","43,941","59003298",,,MDM_CYBER,
"23,860","43,926","19051081",,,MDM_CYBER,
"23,922","44,035","59006660",,,MDM_CYBER,
"23,950","44,063","59011276",,,MDM_CYBER,
"23,962","43,922","59004748",,,MDM_CYBER,
"23,986","43,474","25017394",,,MDM_CYBER,
"23,988","44,120","59011151",,,MDM_CYBER,
"24,042","44,225","59011922",,,MDM_CYBER,
"24,043","44,225","59010351",,,MDM_CYBER,
"24,044","44,225","19097825",,,MDM_CYBER,
"24,102","44,411","59007246",,,MDM_CYBER,
"24,104","44,411","59008252",,,MDM_CYBER,
"24,124","44,443","19031456",,,MDM_CYBER,
"24,148","44,521","19089128",,,MDM_CYBER,
"24,150","44,521","19105351",,,MDM_CYBER,
"24,153","44,521","19071100",,,MDM_CYBER,
"24,158","44,521","19070239",,,MDM_CYBER,
"24,160","44,521","19067913",,,MDM_CYBER,
"24,164","44,521","19115959",,,MDM_CYBER,
"24,166","44,521","19088234",,,MDM_CYBER,
"24,168","44,521","19112241",,,MDM_CYBER,
"24,175","44,525","19042637",,,MDM_CYBER,
"24,185","41,828","25017415",,,MDM_CYBER,
"24,264","44,784","19029532",,,MDM_CYBER,
"24,522","45,362","19110745",,,MDM_CYBER,
"24,609","36,550","19041970",,,MDM_CYBER,
"24,564","45,427","19067794",,,MDM_CYBER,
"24,606","36,550","19077248",,,MDM_CYBER,
"24,611","36,550","59006946",,,MDM_CYBER,
"24,616","45,542",,"3,881",,INSPIRATION,
"24,621","45,542",,"3,641",,INSPIRATION,
"24,646","45,542",,84,,INSPIRATION,
"24,650","45,549","59000144",,,MDM_CYBER,
"24,655","45,549","19109279",,,MDM_CYBER,
"24,722","45,722","25016981",,,MDM_CYBER,
"24,666","45,562","19115110",,,MDM_CYBER,
"24,724","45,722","19090820",,,MDM_CYBER,
"24,671","45,562","59007922",,,MDM_CYBER,
"24,672","45,562","19062238",,,MDM_CYBER,
"24,683","45,562","19077836",,,MDM_CYBER,
"24,686","45,600",,,,PHOTO,"3,122"
"24,727","45,722","19105348",,,MDM_CYBER,
"24,747","17,887","59006656",,,MDM_CYBER,
"24,754","17,887","19087104",,,MDM_CYBER,
"24,755","17,887","19087102",,,MDM_CYBER,
"24,760","17,887","59000144",,,MDM_CYBER,
"26,082","47,345","19112395",,,MDM_CYBER,
"24,802","42,162","19109692",,,MDM_CYBER,
"24,843","45,821","19072317",,,MDM_CYBER,
"24,845","45,821","19058166",,,MDM_CYBER,
"24,942","46,022","59001715",,,MDM_CYBER,
"24,944","46,025","59007296",,,MDM_CYBER,
"24,972","46,044","59008375",,,MDM_CYBER,
"24,976","31,522","19096171",,,MDM_CYBER,
"24,982","46,176","59007251",,,MDM_CYBER,
"25,010","46,183","59003352",,,MDM_CYBER,
"25,023","46,185","59008120",,,MDM_CYBER,
"25,024","46,185","59006551",,,MDM_CYBER,
"25,028","46,185","59010053",,,MDM_CYBER,
"25,045","46,188","59008952",,,MDM_CYBER,
"25,062","46,229","59011037",,,MDM_CYBER,
"25,115","46,321","19060128",,,MDM_CYBER,
"26,166","47,620","19085615",,,MDM_CYBER,
"26,122","47,109","19042863",,,MDM_CYBER,
"25,108","46,283","59008486",,,MDM_CYBER,
"25,114","46,300","19118632",,,MDM_CYBER,
"25,116","46,321","59010214",,,MDM_CYBER,
"25,266","42,936","59008490",,,MDM_CYBER,
"25,267","38,061","59010974",,,MDM_CYBER,
"25,281","42,924","59008407",,,MDM_CYBER,
"25,288","46,506","19108846",,,MDM_CYBER,
"25,290","46,506","19113823",,,MDM_CYBER,
"25,291","46,506","19116524",,,MDM_CYBER,
"25,296","46,506","19077693",,,MDM_CYBER,
"25,403","46,628","59011542",,,MDM_CYBER,
"25,404","46,628","59011549",,,MDM_CYBER,
"25,406","46,628","59011385",,,MDM_CYBER,
"25,442","42,162","19041970",,,MDM_CYBER,
"25,558","46,785","19090652",,,MDM_CYBER,
"25,644","46,948","19089134",,,MDM_CYBER,
"25,651","46,949",,,,PHOTO,"3,108"
"25,682","46,997","19108850",,,MDM_CYBER,
"25,703","41,989","19044470",,,MDM_CYBER,
"25,705","47,009","19111578",,,MDM_CYBER,
"25,708","47,011","19117033",,,MDM_CYBER,
"25,710","47,011","19115103",,,MDM_CYBER,
"25,711","47,011","19117405",,,MDM_CYBER,
"25,712","47,011","19105354",,,MDM_CYBER,
"25,717","47,013","59001511",,,MDM_CYBER,
"25,725","47,018","19110921",,,MDM_CYBER,
"25,727","47,018","19114655",,,MDM_CYBER,
"25,730","47,018","19108958",,,MDM_CYBER,
"25,732","47,018","59011437",,,MDM_CYBER,
"25,742","47,042","19096187",,,MDM_CYBER,
"25,770","47,051","19041401",,,MDM_CYBER,
"25,849","47,107","19041963",,,MDM_CYBER,
"25,876","47,116","19096155",,,MDM_CYBER,
"25,899","47,131","19080297",,,MDM_CYBER,
"25,988","47,220","59007548",,,MDM_CYBER,
"25,885","47,123","19041970",,,MDM_CYBER,
"25,906","47,136","19110597",,,MDM_CYBER,
"26,064","47,284","19077275",,,MDM_CYBER,
"25,986","47,220","59012065",,,MDM_CYBER,
"26,065","47,284","19109651",,,MDM_CYBER,
"26,087","46,229","59011530",,,MDM_CYBER,
"26,103","47,467","19110835",,,MDM_CYBER,
"26,104","47,473","25017623",,,MDM_CYBER,
"26,123","47,109","19042865",,,MDM_CYBER,
"26,167","47,620","19086639",,,MDM_CYBER,
"26,173","47,620","19089069",,,MDM_CYBER,
"26,204","47,682","19116531",,,MDM_CYBER,
"26,210","47,700","25020054",,,MDM_CYBER,
"26,223","47,783","19101647",,,MDM_CYBER,
"26,402","11,848",,"4,001",,INSPIRATION,
"26,403","47,980",,"3,702",,INSPIRATION,
"26,482","48,201","19088648",,,MDM_CYBER,
"26,584","48,342","19096188",,,MDM_CYBER,
"26,665","47,620","19110655",,,MDM_CYBER,
"26,707","48,504","59010963",,,MDM_CYBER,
"26,709","45,549","59011022",,,MDM_CYBER,
"26,718","48,507","19060546",,,MDM_CYBER,
"26,783","44,521","59012015",,,MDM_CYBER,
"26,863","44,521","19090400",,,MDM_CYBER,
"26,867","44,521","59011020",,,MDM_CYBER,
"26,887","46,949","19114405",,,MDM_CYBER,
"26,903","48,885","59008716",,,MDM_CYBER,
"26,904","48,885","59008284",,,MDM_CYBER,
"26,913","48,885","59004039",,,MDM_CYBER,
"26,982","49,501","19059614",,,MDM_CYBER,
"27,112","49,661","19113179",,,MDM_CYBER,
"27,125","49,683","19042437",,,MDM_CYBER,
"27,142","49,742","19115412",,,MDM_CYBER,
"27,143","49,742","19115411",,,MDM_CYBER,
"27,224","50,102","19042859",,,MDM_CYBER,
"27,231","50,107",,"4,041",,INSPIRATION,
"27,262","50,220",,"4,001",,INSPIRATION,
"27,285","42,223","19091919",,,MDM_CYBER,
"27,287","50,320","19031471",,,MDM_CYBER,
"27,288","50,320","19031467",,,MDM_CYBER,
"27,363","50,463","59002212",,,MDM_CYBER,
"27,404","46,769","19105351",,,MDM_CYBER,
"27,539","50,862","59011689",,,MDM_CYBER,
"27,558","50,862","59011922",,,MDM_CYBER,
"27,524","50,862","59006904",,,MDM_CYBER,
"27,537","50,862","19041970",,,MDM_CYBER,
"27,561","50,862","19115110",,,MDM_CYBER,
"23,083","41,989","19051732",,,MDM_CYBER,
"23,084","42,688",,"3,841",,INSPIRATION,
"23,102","41,989","19086647",,,MDM_CYBER,
"23,182","42,801","19106697",,,MDM_CYBER,
"23,245","42,917","19115975",,,MDM_CYBER,
"23,270","42,936","59007668",,,MDM_CYBER,
"23,271","42,937",,"2,821",,INSPIRATION,
"23,275","42,935","19063976",,,MDM_CYBER,
"23,276","42,935","19042659",,,MDM_CYBER,
"23,283","42,941","59007256",,,MDM_CYBER,
"23,289","42,912","19116588",,,MDM_CYBER,
"23,295","42,942","19111932",,,MDM_CYBER,
"23,298","42,917","19111929",,,MDM_CYBER,
"23,300","42,917","19097922",,,MDM_CYBER,
"23,302","42,943","19111931",,,MDM_CYBER,
"23,303","42,944","19042251",,,MDM_CYBER,
"23,304","42,944","19111879",,,MDM_CYBER,
"23,316","42,944","59010363",,,MDM_CYBER,
"23,449","43,176","19071898",,,MDM_CYBER,
"23,482","41,989","19037839",,,MDM_CYBER,
"23,484","41,989","19026316",,,MDM_CYBER,
"23,535","43,327","19086260",,,MDM_CYBER,
"23,602","43,326","19070062",,,MDM_CYBER,
"23,623","43,481","19086679",,,MDM_CYBER,
"23,624","43,481","19084941",,,MDM_CYBER,
"23,626","43,481","19060076",,,MDM_CYBER,
"23,646","43,068","59004541",,,MDM_CYBER,
"23,648","43,068","19077687",,,MDM_CYBER,
"23,651","43,540","59008064",,,MDM_CYBER,
"23,664","42,223","19096163",,,MDM_CYBER,
"23,714","43,675",,,,PHOTO,"3,141"
"23,716","43,675",,,,PHOTO,"3,001"
"23,718","43,675",,,,PHOTO,"2,824"
"23,721","43,675",,,,PHOTO,"2,801"
"23,743","21,444","19118153",,,MDM_CYBER,
"23,804","43,906","19109648",,,MDM_CYBER,
"23,829","43,922","19112770",,,MDM_CYBER,
"23,831","43,922","19095622",,,MDM_CYBER,
"23,839","43,922","25017389",,,MDM_CYBER,
"23,855","43,942","59004534",,,MDM_CYBER,
"23,862","43,926","19111300",,,MDM_CYBER,
"23,944","44,061","59008206",,,MDM_CYBER,
"23,946","44,061","59010271",,,MDM_CYBER,
"23,947","44,061","59011465",,,MDM_CYBER,
"23,949","44,061","19042861",,,MDM_CYBER,
"23,951","44,063","59012003",,,MDM_CYBER,
"23,983","43,474","19115825",,,MDM_CYBER,
"24,084","44,353","19110601",,,MDM_CYBER,
"24,106","44,411","59007256",,,MDM_CYBER,
"24,125","44,443","59004256",,,MDM_CYBER,
"24,144","44,521","19086657",,,MDM_CYBER,
"24,151","44,521","19115103",,,MDM_CYBER,
"24,152","44,521","19061202",,,MDM_CYBER,
"24,157","44,521","19086658",,,MDM_CYBER,
"24,167","44,521","19086662",,,MDM_CYBER,
"24,171","44,521","59007296",,,MDM_CYBER,
"24,172","44,521","59006510",,,MDM_CYBER,
"24,174","44,525","19081434",,,MDM_CYBER,
"24,182","41,828","19097695",,,MDM_CYBER,
"24,222","38,943","19042436",,,MDM_CYBER,
"24,268","43,922","19059640",,,MDM_CYBER,
"24,324","44,965","59000185",,,MDM_CYBER,
"24,383","43,922","25015702",,,MDM_CYBER,
"24,466","45,204","59011695",,,MDM_CYBER,
"24,483","45,283","19045572",,,MDM_CYBER,
"24,487","45,285","59000383",,,MDM_CYBER,
"24,488","45,285","59001308",,,MDM_CYBER,
"24,495","45,285","59007374",,,MDM_CYBER,
"24,563","45,427","19090401",,,MDM_CYBER,
"24,566","45,443","59011898",,,MDM_CYBER,
"24,617","45,542",,"3,861",,INSPIRATION,
"24,624","45,542",,"3,441",,INSPIRATION,
"24,628","45,542",,"3,241",,INSPIRATION,
"24,630","45,542",,"3,121",,INSPIRATION,
"24,633","45,542",,"2,982",,INSPIRATION,
"24,636","45,542",,"2,721",,INSPIRATION,
"24,638","45,542",,"2,521",,INSPIRATION,
"24,642","45,542",,"2,142",,INSPIRATION,
"24,648","45,542",,122,,INSPIRATION,
"24,654","45,549","19110837",,,MDM_CYBER,
"24,664","45,562","19050269",,,MDM_CYBER,
"24,673","45,562","19057891",,,MDM_CYBER,
"24,751","17,887","19047436",,,MDM_CYBER,
"24,682","45,562","19077833",,,MDM_CYBER,
"24,702","45,641","59008494",,,MDM_CYBER,
"24,756","17,887","19087108",,,MDM_CYBER,
"24,762","17,887","19091003",,,MDM_CYBER,
"24,767","17,887","19076889",,,MDM_CYBER,
"24,782","45,753","19096167",,,MDM_CYBER,
"24,784","45,755",,"3,481",,INSPIRATION,
"24,883","45,919","19106693",,,MDM_CYBER,
"24,962","31,523","19112222",,,MDM_CYBER,
"24,963","31,523","19115419",,,MDM_CYBER,
"24,968","31,523","19115420",,,MDM_CYBER,
"24,977","31,523","19115987",,,MDM_CYBER,
"24,978","31,523","19115988",,,MDM_CYBER,
"25,012","46,180","19114565",,,MDM_CYBER,
"25,027","46,185","59011482",,,MDM_CYBER,
"25,029","46,185","59006858",,,MDM_CYBER,
"25,030","46,185","59011902",,,MDM_CYBER,
"26,262","47,824","59011609",,,MDM_CYBER,
"26,923","49,301","19118975",,,MDM_CYBER,
"25,152","45,443","59007660",,,MDM_CYBER,
"25,112","46,285","19118975",,,MDM_CYBER,
"25,151","45,443","59008252",,,MDM_CYBER,
"25,154","45,444","19077277",,,MDM_CYBER,
"25,183","46,420","19077250",,,MDM_CYBER,
"25,278","46,506","59010137",,,MDM_CYBER,
"25,286","46,507","59001799",,,MDM_CYBER,
"25,287","46,507","59012047",,,MDM_CYBER,
"25,289","46,180","19118672",,,MDM_CYBER,
"25,292","46,506","19077470",,,MDM_CYBER,
"25,293","46,507","19117298",,,MDM_CYBER,
"25,299","46,510",,"3,362",,INSPIRATION,
"25,326","43,922","19109565",,,MDM_CYBER,
"25,328","43,922","19106790",,,MDM_CYBER,
"25,330","43,922","19095867",,,MDM_CYBER,
"25,332","43,922","19093164",,,MDM_CYBER,
"25,335","31,523","59010883",,,MDM_CYBER,
"25,336","31,523","19114405",,,MDM_CYBER,
"25,382","46,625",,,,PHOTO,"3,201"
"25,423","41,633","19109278",,,MDM_CYBER,
"25,452","41,633","19036613",,,MDM_CYBER,
"25,454","41,633","19045723",,,MDM_CYBER,
"25,464","46,745",,"2,143",,INSPIRATION,
"25,465","46,748","19029468",,,MDM_CYBER,
"25,482","46,760",,"3,481",,INSPIRATION,
"25,548","46,785","59012065",,,MDM_CYBER,
"25,549","46,785","59011901",,,MDM_CYBER,
"25,565","46,789","59011021",,,MDM_CYBER,
"25,605","46,180","19110921",,,MDM_CYBER,
"25,646","46,949",,,,PHOTO,"3,201"
"25,648","46,949",,,,PHOTO,"3,161"
"25,704","41,989","19031467",,,MDM_CYBER,
"25,718","47,013","19077688",,,MDM_CYBER,
"25,722","47,018","19112181",,,MDM_CYBER,
"25,822","44,521","19072351",,,MDM_CYBER,
"25,823","44,521","19104913",,,MDM_CYBER,
"25,843","47,104","19115404",,,MDM_CYBER,
"25,872","47,114","19087811",,,MDM_CYBER,
"25,888","47,124","59011270",,,MDM_CYBER,
"25,889","47,124","59012065",,,MDM_CYBER,
"25,928","47,013","19096159",,,MDM_CYBER,
"25,925","47,013","19089936",,,MDM_CYBER,
"25,926","47,013","19047189",,,MDM_CYBER,
"25,982","47,220","59012102",,,MDM_CYBER,
"25,983","47,220","59003380",,,MDM_CYBER,
"26,043","47,107","19090652",,,MDM_CYBER,
"26,044","47,256","25017506",,,MDM_CYBER,
"26,063","47,284","19096167",,,MDM_CYBER,
"26,085","47,345","19071899",,,MDM_CYBER,
"26,086","47,345","19105348",,,MDM_CYBER,
"26,184","47,666","19067402",,,MDM_CYBER,
"26,265","47,826","19071497",,,MDM_CYBER,
"26,271","47,827","19060170",,,MDM_CYBER,
"26,291","47,832","19116883",,,MDM_CYBER,
"26,293","47,832","19115417",,,MDM_CYBER,
"26,297","47,832","19045026",,,MDM_CYBER,
"26,522","48,209","19090824",,,MDM_CYBER,
"26,526","48,205","19113842",,,MDM_CYBER,
"26,683","48,493","59008544",,,MDM_CYBER,
"26,743","48,582","19117922",,,MDM_CYBER,
"26,726","48,582","19050581",,,MDM_CYBER,
"26,742","48,582","19088104",,,MDM_CYBER,
"26,762","44,521","19089166",,,MDM_CYBER,
"26,842","48,885","59006483",,,MDM_CYBER,
"26,862","44,521","19094380",,,MDM_CYBER,
"26,865","44,521","19110761",,,MDM_CYBER,
"26,866","44,521","19062241",,,MDM_CYBER,
"26,883","49,108","59007720",,,MDM_CYBER,
"26,884","49,108","59001295",,,MDM_CYBER,
"26,910","48,885","59006480",,,MDM_CYBER,
"26,914","48,885","59010030",,,MDM_CYBER,
"26,947","49,382","19058104",,,MDM_CYBER,
"27,062","49,524","19114012",,,MDM_CYBER,
"27,105","49,661","19043213",,,MDM_CYBER,
"27,111","49,682","19117934",,,MDM_CYBER,
"27,116","49,683","19035152",,,MDM_CYBER,
"27,123","49,683","19100703",,,MDM_CYBER,
"27,163","49,842","59011466",,,MDM_CYBER,
"27,242","43,922","19116056",,,MDM_CYBER,
"27,286","42,223","19091918",,,MDM_CYBER,
"27,302","50,329","25020054",,,MDM_CYBER,
"27,323","49,524","19055599",,,MDM_CYBER,
"27,342","50,401","19110738",,,MDM_CYBER,
"23,067","42,605","19067481",,,MDM_CYBER,
"23,122","42,745","19110046",,,MDM_CYBER,
"23,142","42,753","59000402",,,MDM_CYBER,
"23,203","42,448","19106696",,,MDM_CYBER,
"23,207","42,840","19091922",,,MDM_CYBER,
"23,209","42,844",,"3,821",,INSPIRATION,
"23,224","42,840","19041521",,,MDM_CYBER,
"23,244","42,914","19114086",,,MDM_CYBER,
"23,265","42,924","19097865",,,MDM_CYBER,
"23,273","42,935","19117225",,,MDM_CYBER,
"23,288","42,941","19068928",,,MDM_CYBER,
"23,291","42,912","19090747",,,MDM_CYBER,
"23,296","42,942","19064157",,,MDM_CYBER,
"23,297","42,942","19055599",,,MDM_CYBER,
"23,299","42,917","19111879",,,MDM_CYBER,
"23,301","42,943","19080296",,,MDM_CYBER,
"23,306","42,944","19109670",,,MDM_CYBER,
"23,308","42,944","19111929",,,MDM_CYBER,
"23,342","41,826","19068844",,,MDM_CYBER,
"23,463","43,192","59010818",,,MDM_CYBER,
"23,536","43,327","19071517",,,MDM_CYBER,
"23,584","43,470","19090400",,,MDM_CYBER,
"23,627","43,481","19044847",,,MDM_CYBER,
