CART_ID,CUSTOMER_ID
3143,2265
21534,22192
21534,22192
3122,2182
3122,2182
3122,2182
3304,2434
3304,2434
3304,2434
3343,2476
3482,2583
3503,2587
3503,2587
3503,2587
3584,2712
3584,2712
3602,2719
3682,2788
3682,2788
3682,2788
3682,2788
3682,2788
3744,2827
3842,2946
3842,2946
3885,3024
3885,3024
3885,3024
3885,3024
3885,3024
4902,2988
5043,4446
5043,4446
5102,4522
5102,4522
5102,4522
5102,4522
5102,4522
5102,4522
5162,4604
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
16042,17006
26942,27509
26942,27509
5482,4970
5482,4970
5482,4970
5482,4970
5702,5202
5682,5122
5763,5291
10142,10948
6042,5552
6042,5552
6042,5552
6042,5552
6783,6707
6783,6707
6783,6707
6783,6707
6783,6707
6783,6707
6923,5306
6823,6712
7462,7589
7424,5849
7662,7762
7702,7824
7702,7824
7702,7824
7702,7824
9682,10382
9682,10382
9682,10382
9682,10382
9682,10382
9682,10382
9682,10382
8062,8368
8062,8368
8062,8368
8062,8368
8984,9362
8984,9362
8984,9362
8984,9362
9046,9745
9046,9745
16863,17891
9882,10646
10083,10885
10083,10885
10083,10885
10203,10965
10203,10965
10203,10965
10203,10965
10722,11502
10722,11502
10722,11502
10722,11502
10722,11502
10282,11023
10282,11023
10862,11585
10862,11585
10466,11173
10562,11244
10984,11725
11123,11805
11363,12065
14322,10682
11803,12648
11803,12648
12102,12964
12102,12964
12102,12964
12203,13023
12262,13102
12262,13102
12262,13102
12262,13102
12262,13102
12262,13102
12442,13302
12506,13383
12642,13562
12642,13562
12642,13562
12642,13562
12642,13562
12642,13562
12642,13562
12642,13562
12642,13562
12883,13849
12883,13849
12885,13852
13322,14343
13322,14343
13422,14354
13522,14466
14422,15182
14422,15182
13626,14587
13626,14587
13626,14587
13626,14587
13626,14587
13702,14663
13824,14773
13824,14773
13824,14773
14184,15016
14102,14948
14443,12483
14443,12483
14443,12483
14443,12483
14443,12483
14443,12483
14443,12483
14504,15246
14504,15246
14504,15246
14504,15246
14542,15263
14582,15302
14686,15429
14622,9876
14622,9876
14622,9876
14622,9876
26982,27542
15442,16262
15608,16423
15683,16603
15683,16603
15683,16603
15683,16603
15643,16542
15726,16608
15944,16888
15944,16888
15944,16888
15944,16888
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16145,17084
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16343,17322
16465,12107
16485,17483
16624,17602
16642,17643
16642,17643
16642,17643
17082,18002
17122,18108
17122,18108
17122,18108
17122,18108
17122,18108
17122,18108
17122,18108
17122,18108
17122,18108
17167,18149
17167,18149
17170,18152
17170,18152
17170,18152
17171,18163
17182,18183
17323,18266
17343,18308
17443,18364
17443,18364
17522,7143
17564,18422
21825,22543
17583,18445
17682,18502
17922,18769
17922,18769
17922,18769
17922,18769
17922,18769
17922,18769
17922,18769
17922,18769
17882,18385
17923,18771
17923,18771
17923,18771
17923,18771
17923,18771
17942,18775
18022,18843
18065,18885
19987,20763
19987,20763
19987,20763
18182,19050
18364,19231
18364,19231
18482,19322
18462,19302
18462,19302
18462,19302
18483,19323
18483,19323
18563,19383
18564,19385
18584,19405
18722,19505
18722,19505
18592,19419
18662,19446
18662,19446
18742,12607
18802,19542
3142,2262
981,41
3103,2083
3302,2430
3302,2430
3302,2430
3302,2430
14605,15311
14605,15311
14605,15311
14605,15311
3345,2485
3346,2489
3463,2556
3463,2556
3502,2586
3702,2799
3703,2802
3703,2802
3703,2802
3703,2802
3703,2802
3703,2802
3703,2802
3703,2802
3704,2804
3762,2886
4142,3374
4142,3374
4142,3374
4142,3374
4142,3374
4142,3374
4142,3374
4142,3374
4142,3374
4142,3374
4182,3443
4182,3443
4182,3443
4202,2228
4242,3485
4322,3586
4322,3586
5382,4902
5382,4902
5382,4902
5382,4902
5382,4902
4524,3848
4524,3848
4524,3848
4562,3868
4622,2494
4625,4007
6842,6776
6842,6776
6842,6776
6842,6776
6842,6776
6842,6776
4628,4012
4628,4012
4866,2402
12484,13365
4884,4278
4884,4278
4884,4278
4884,4278
4884,4278
6022,5553
6102,5683
6102,5683
6102,5683
6223,5847
6223,5847
6662,6562
6662,6562
6862,6505
6862,6505
6862,6505
6862,6505
6882,6805
7102,7076
7222,7325
7342,7383
7342,7383
7342,7383
7423,7496
7783,7266
7883,8136
7883,8136
7883,8136
7883,8136
7883,8136
8082,8371
8082,8371
8082,8371
8082,8371
8082,8371
8082,8371
8082,8371
8082,8371
8082,8371
8082,8371
8083,8373
11003,11744
8403,8783
8482,8892
8482,8892
8482,8892
8482,8892
8502,7882
8562,8929
8562,8929
8562,8929
8562,8929
8562,8929
8562,8929
8582,9004
8582,9004
8582,9004
8842,9282
9262,9925
9262,9925
9262,9925
9262,9925
9262,9925
9262,9925
9143,9863
9143,9863
9143,9863
9143,9863
9143,9863
9143,9863
9143,9863
9302,9502
9302,9502
9302,9502
9302,9502
9302,9502
9302,9502
9302,9502
9302,9502
9302,9502
9302,9502
9302,9502
9322,10002
9446,10142
9446,10142
9446,10142
9446,10142
9562,10265
9642,10342
9642,10342
9642,10342
9642,10342
9662,10363
9685,10386
9685,10386
9685,10386
9685,10386
9863,10603
9867,10622
9904,10707
10242,11003
10242,11003
10242,11003
10242,11003
10242,11003
10242,11003
10470,11176
10602,11262
10602,11262
10745,11526
10802,11564
11064,11789
11064,11789
11082,11792
11404,12104
11444,12143
11462,12205
11525,12307
12162,12986
12002,12882
12002,12882
12282,13110
12282,13110
12622,13104
12622,13104
12622,13104
12622,13104
12622,13104
12622,13104
12622,13104
12622,13104
12583,13505
12583,13505
12583,13505
13142,14163
13142,14163
