IDEABOOK_ID,MATNR
6820,19044468
6820,19077470
6886,19031456
6886,19101788
6886,19071054
6886,19100633
6886,19077718
6886,19078198
6886,19037398
6886,19036583
6886,19098184
7229,19043145
7229,19108845
7308,19023002
7308,59008044
7308,19036598
7346,19060298
7346,19070068
7346,19029465
7346,19029452
7346,19067397
7622,19077732
7346,19045729
7346,19036607
7346,19036601
7884,19091918
8045,19056331
8706,19112399
8708,19106679
8707,19067482
8821,19109095
8960,59008001
9125,19055520
9269,59009226
9060,19110755
9302,19110855
9363,19043207
9363,19058167
9364,19077080
9384,19056218
9523,59010152
9584,19080298
9584,19047650
9584,19026336
9584,19063521
9784,59007303
9788,59008017
10101,59006710
10101,59008118
10104,19078314
10104,19077469
10104,19045920
10104,19042768
10161,19086678
10161,19077715
10161,19077422
10162,19108362
10341,19110851
10341,19110639
10341,19110331
10341,19076883
10341,19111285
10341,19111297
10346,19089568
10346,19015906
10807,19111284
10341,19077090
10813,19086650
10823,59003359
10823,59003391
10823,19112184
10823,19110853
10823,19110331
10823,19101200
10823,19088986
10881,19071053
11323,59010049
11403,19090830
11425,19096156
11431,19091917
11425,19101788
11445,19110741
11448,19077107
11520,19098013
11520,19093324
11520,19090935
11520,19089936
11520,19087809
11520,19078314
11520,19078194
11520,19060184
11520,19060123
11520,19059031
11520,19042796
11520,19025610
11803,19043171
11642,19109094
11642,19111296
11830,19089735
11830,19111554
11831,59010030
11831,19063976
11830,59008633
11831,59008118
11843,19037270
11843,59006738
11843,59007248
11863,59008362
5167,19111297
11921,25015903
11935,19037268
12025,19112396
12072,19106905
12073,19111256
12073,19042768
12072,19068746
12072,19045826
12072,19045808
5360,25017029
11506,59010051
11830,19027099
12342,19111281
3225,59008642
3225,19060076
3330,19110679
3330,19080294
3330,19080295
3330,19088106
3330,19055609
3334,19088103
3345,19091630
3381,19110592
3402,59008125
3472,19059663
3515,19090882
3542,19089163
3542,19077181
3542,19057813
3542,25013526
3542,25013525
3542,25013597
3502,19056221
3506,19056218
3330,19108367
3542,19030280
3440,19077273
3691,19112213
3691,19106694
3691,19047650
3345,19078546
3905,19110325
3905,19108480
3905,59001821
4061,19086648
4119,19044416
3381,19044410
4432,59007903
4437,59008819
4439,59008824
4703,19055592
3825,59008127
3542,19077467
5145,19071898
5145,19045728
5165,19047434
5165,19086661
5168,19036598
5168,19077241
5344,19059668
5366,59007256
5842,19106685
3600,25017470
5898,25017317
6182,19044468
6184,19047799
6184,19086659
6184,19060169
6221,19097672
6506,25014338
6506,25015975
6506,25015977
6502,19077090
6544,25015927
6544,25017021
6544,25015928
6544,25017024
6544,25017020
6544,25017695
6544,25017708
6545,25016974
6551,25015549
6551,25015965
6551,25015553
6551,25015551
6551,25015552
6553,25017493
6553,25017679
6553,25017598
6553,25016983
6562,59003298
6586,19078049
6586,19094916
6586,19088112
6586,19097636
6886,19045808
6886,19091952
6886,19071520
6886,19031434
6886,19112401
6886,19031683
6886,19110767
6886,19067791
7210,59008853
7228,59008853
7261,59004748
7308,19096171
7308,19096181
7308,19042861
7346,19045726
7346,19045728
7346,19070069
7346,19036610
7346,19045725
3542,19087089
7622,19015812
7622,19037995
7721,59007372
7721,59008252
7721,59008853
7883,19091928
7884,25017455
7884,19096339
8526,19023201
8706,19077275
8708,19106682
8708,19106685
8707,19101664
8821,59009437
8981,19101787
8983,19101652
8981,19036586
9060,19083160
9125,19111554
9125,19055589
9125,19101766
9125,19100703
9060,19100902
9341,19101789
9341,19111255
9363,19024135
9364,19077083
9364,19077271
9422,19055591
9364,59010074
9422,19060219
9363,19091930
9584,19041480
9802,25017404
9802,25015712
9802,25015723
9802,25015695
9802,25014915
9802,25017411
10101,59008001
10101,59004339
10101,59008544
10104,19047189
10161,19068836
10162,19101766
10162,19110592
10162,19055589
10304,19110331
10305,59008104
10305,59006548
10341,19077272
10341,19086639
10341,19086680
10341,19047939
10464,59002430
10464,59003885
10464,59008127
10663,19094073
10781,59008495
10807,19111296
10813,19086682
10341,19091927
10813,19086647
10341,19096339
10813,19050212
10813,19108847
10823,19063175
11006,19096153
12412,19097923
12412,19106903
12412,19077273
12526,19045920
12526,19050212
12584,19060185
12584,19058022
12592,19110654
12592,19110591
12592,19031449
12600,19109090
6182,19067897
13162,19077275
13963,59008490
13985,59002430
13985,59010050
13985,19096191
13985,19110767
14001,19112184
14085,59001715
14085,59001664
14337,19077241
14383,19096163
14383,19096187
14383,19100904
14663,59008275
15046,19097825
15102,59008384
14947,59010064
15226,59008251
15231,59010171
15231,59008059
15231,59003380
14337,19110747
15562,19100900
15641,59008118
13985,19086643
15863,59007483
15867,59006658
15881,19098016
11241,19078314
11241,19100788
16064,59001419
16064,59004645
16064,59002902
16064,59007667
15226,19084939
13963,19111291
16341,19106697
15226,19112184
15226,19072318
16763,19089936
16763,19078194
16763,19077469
16761,19077689
17181,19101643
17181,19037397
17181,19111293
17381,19109483
15102,19086636
17664,59007261
9788,19106681
18046,25017453
18182,19096161
18182,19070055
18182,19091956
18182,19025612
18182,19025611
18182,19097682
18182,19096170
17805,19055846
18261,59008619
18261,59008123
18279,19011555
18279,19071520
18279,19026574
18279,19036616
18279,59004143
15231,59004830
18691,59006531
18691,59010074
18691,59010179
18693,19063797
18562,19067396
18870,19068797
18882,59010842
19081,19111546
19247,19111269
19265,59010125
19272,19111068
19274,19111543
19273,59008386
19273,19100899
19274,19094372
19270,19101311
19270,19098019
19267,19095864
19265,19088233
19265,19096179
19324,59008731
19324,59007663
19324,59006514
19427,19045725
19426,59008452
19541,19091483
19626,19111267
19681,19089099
19731,19008833
19733,19109098
19733,19110855
19751,59009434
19863,59008612
20052,19064174
20055,19031477
20251,19096338
20423,19115296
16741,19096339
20524,19042767
20524,19077469
20886,19025618
20982,19070063
15942,19046610
15942,19077273
15942,19058166
21025,19042355
21042,59010014
21063,19091918
21188,19094078
22082,19094073
22244,19112774
22244,19111094
22244,19109097
22244,19089734
22244,19063175
22244,19055595
22244,19055592
22244,19110814
22244,19110688
22244,19109906
22244,19102426
22244,19085510
22244,19084925
22244,19056081
22249,19096176
22247,19111282
22252,19109895
22254,19090399
22683,19091956
22683,59010074
22840,19076894
22946,19100899
23208,19060219
23208,19063976
23403,19071522
23903,19090840
23903,19090834
23903,19090837
23920,25017220
23983,19045751
23983,19045753
22247,19086647
24026,59010024
24028,59001775
19751,19076883
24047,25017370
24080,25015770
14965,59004665
24162,25016758
24162,25013947
24311,19088646
24317,59008386
24317,19114654
24319,19089166
24319,19089165
24321,19025609
23983,59009070
24562,19113242
24562,19088110
24562,19072320
12412,19110329
12412,19077275
12366,19076894
12526,19050260
13162,19077273
7210,59010150
13985,19097694
14001,19088517
14022,19086672
14001,19036625
14001,19027053
14001,59003298
14163,59006551
14166,19076891
14290,25015722
14383,19111273
14383,19091920
14383,19091921
14383,19026147
14383,19101637
14643,19008833
14383,59010059
14663,19098016
14663,19026283
14962,19058653
14962,19055901
14962,59010154
15045,59008017
15122,59008118
15102,59007296
15225,19052197
15225,19051475
15225,19101644
15231,19077278
14337,19068842
15464,19071497
15644,19089579
15644,19089572
15644,19087088
15942,59009996
15942,19015491
15950,19091912
16061,59006660
16061,59004643
16113,19101200
16113,19110331
16840,19110885
16927,59006658
16928,59006658
17183,59007667
17183,59007974
17183,59006456
17184,59007935
17184,59008280
17263,59010060
17264,19111301
17265,59008734
17265,59007663
17271,19112217
17181,25015760
17181,25015758
17181,25015757
9365,19106683
9365,19106681
13985,19088990
9365,19076891
13985,19042786
17723,19109485
17805,59001171
18261,59009996
18261,59010016
18261,59010015
18261,59010053
18261,59007720
18279,19077105
18444,19081405
18518,19087671
18518,19095591
10823,19060298
10823,19068746
9422,19111119
18562,59003879
9422,19055598
19266,19100637
19265,59010108
19271,19111070
19271,19111069
19267,19111067
19270,19100631
19267,19100632
19274,19110037
19265,19051003
19420,19070038
19420,19016097
19423,59008728
19423,59007665
19408,19086654
19426,19077272
19426,59010005
19447,19111546
9422,19109671
19581,19055595
19626,19096167
19641,19109906
19662,19088785
19681,19110809
19681,19110850
19681,19055595
19736,19109277
19736,19109280
12584,19042799
19749,19088806
19863,59010274
19865,59003889
19961,19110850
19961,59000481
20060,19106901
20093,59004336
20411,19076888
20412,19090404
20412,19036619
20412,19050060
20524,19026637
20524,19070036
20724,19068743
20724,19060123
20724,19059031
20724,19059033
20724,19042767
20724,19055846
20740,19101786
11141,19041867
21007,19112403
15942,19077089
15942,19100903
21025,59003316
18129,19060128
21163,19087089
21184,59010024
21183,59008405
21183,59003883
21188,19111577
19447,19093916
21249,59004336
16741,19112402
15122,19114405
22244,19084919
22244,19047497
22247,19097313
22244,19110658
22244,19093954
22683,19109652
22683,19086642
22683,19109912
15082,59010741
22943,59009230
22946,19078322
22946,19059640
22946,19111948
23901,19068746
22247,19086639
24002,19096177
24026,59008452
24064,19072322
24317,19089774
24317,19094857
24321,19110880
24321,19086674
24321,19077731
24724,19067294
12422,59008483
12366,19068841
12584,19111052
12584,19097665
12862,19088110
12862,19072349
13985,19111267
14022,19096177
14001,19067386
14001,19067790
14001,19101200
14001,19110850
14067,19097672
14001,19106904
14166,19111282
14283,59001775
14323,19035030
14323,19100902
14337,19036607
14383,19109870
14383,19109871
14383,19043185
14643,19109281
14643,19109279
14660,59007261
14663,19086659
14682,59000488
14943,59006483
15060,19091979
12527,19111094
15225,19110330
15225,19108849
15225,19043207
15225,19109635
15226,59006456
15226,59007934
15231,59001449
15231,59003383
15231,19076883
15231,19112402
14337,19109483
14337,19086673
15464,19042797
15469,59007248
15644,19047970
15644,19071517
15644,19097485
15644,25017508
15863,59004339
11416,19096338
15942,19096153
15942,19015493
6586,19077048
16061,19097865
16115,19111269
14085,19112225
12584,19095591
12584,19086678
16341,19096339
15226,19112218
15226,19110639
15226,19088110
16741,19091956
16763,19026309
17181,19026574
17267,19110082
17267,59006658
17321,59010015
17181,25017291
9365,19076887
17664,59001419
17805,19109896
15965,59006651
18182,19026148
18279,19071518
18279,19010026
18279,19068836
18279,59000402
18444,19051982
18518,19093396
18562,59004664
18631,19027676
18694,19096186
18562,19041866
19164,59006869
19165,59000412
19165,59008731
19243,19078314
19267,19100783
19276,19097656
19272,19091630
19273,19108478
19273,19108479
19265,19101784
19265,19096194
19265,19071479
19271,19097695
19324,59007664
19324,59007261
19411,19078504
19408,19086656
19413,59006658
19422,19059668
19422,19059639
19422,19031683
19408,59008487
19426,19111265
19426,19096168
19426,19086673
19426,59010074
19426,59010053
19426,59008104
19427,19112184
19427,19109098
19447,19112184
19447,19111928
19447,19084551
19541,19097659
19541,19090880
19541,19078418
19541,19078417
19581,19108850
19681,19101200
19749,19063175
19783,59001295
19865,59010069
20052,19101777
20060,19106690
20052,19059709
20082,19036631
20082,19036604
20082,19036601
20098,59010002
20254,59008495
20601,59007938
20724,19042777
20724,19046532
20724,19050212
20886,19085616
20906,59009428
20886,19097923
20740,19068746
15942,19096167
15942,19042860
15942,19071899
15942,59007257
21021,59006450
21021,59003298
21021,59010171
21021,59008633
21025,59003336
18129,19050473
21182,19091929
21182,59000175
21188,19111578
21441,19101656
21441,19076889
21588,59011184
21881,59003388
12584,19025618
22062,19068787
22223,19106663
22244,19055596
22244,19055589
22249,19023829
22249,19077273
22252,19090640
22252,19111064
22280,19101791
18444,19097705
22683,19097826
22683,19097695
22683,19112400
22683,19077242
15082,59010765
12362,59001688
12412,19077099
12482,19111263
12526,19078316
12600,19105351
12600,19085751
12863,19081338
5168,19090827
13985,19025615
13985,19109654
14001,19067383
14001,19110849
14001,19055592
14001,19055589
14283,19076885
14283,19045724
14290,19109283
14290,19087088
14337,19089735
14660,19091928
14663,19047465
14683,19041343
14943,59006482
14961,19026023
14961,19111540
14961,19105355
14965,59010155
14962,19101266
15226,19077109
15562,19081404
6586,19090972
15954,19077277
16113,59008061
13963,19111276
13963,19111300
16763,19091917
16840,19042701
16840,19090044
16840,19084940
16903,59001260
16931,19101638
17183,59008734
17181,19108849
17308,59006509
9363,19096187
17462,19026283
17467,19096339
17723,59008452
7210,19090826
18181,59006658
18182,19068841
18182,19110745
18182,19060545
18182,19111267
18182,19097823
18182,19106519
18182,19097825
18261,59007740
18261,59007733
18261,59007650
18444,19105351
18444,19055589
18444,19111577
18518,59008485
18518,19077705
10823,19045725
18691,59010273
18691,59010271
18691,59007732
18691,59008122
18692,19097823
9422,19110849
9422,19076040
19165,59007663
19270,19094888
19265,59010109
19271,19097662
19276,19097661
19276,19097654
19273,19110507
19265,19096180
19265,19071477
19265,19037281
19265,59009321
19267,19091921
19324,59002903
19408,19109910
19408,19086650
19420,19113193
19420,19059632
19420,19047799
19413,59006660
19422,19093164
19423,19093916
19447,19113245
17723,19113205
19447,19113205
19447,19089069
19541,19096333
19641,19111094
19626,19110744
19626,19096162
19662,19086675
19662,19086664
19662,19086643
19681,19045836
19729,19059709
19730,19057811
19736,19029446
19736,19111286
12584,19087809
12584,19042797
19749,19062437
19866,59004665
19866,59003879
19961,59000487
20050,19090819
20085,59009994
6221,19077690
6221,19070036
6221,19016097
20411,19044829
20411,19091921
20411,19101643
20412,19025611
20412,19067399
20412,19072345
20524,19045725
20583,59010150
20601,59002417
20740,59009438
20782,59004336
20914,19111553
21021,59008061
21163,59008064
21163,59003218
21441,59003884
21805,19086638
21881,59008044
21881,59003391
22683,19023002
22943,59009891
22946,25017565
19783,19044444
23745,19096171
23745,19096170
18422,19086653
23901,19062383
23902,19087103
23920,25017216
23920,25017217
23921,19062377
24002,19086319
24026,59007587
24028,59001797
24028,59001780
24041,19096160
24064,19042793
24162,25015923
19749,19031450
24317,25016347
24319,19087114
24321,19023831
24562,19110908
24725,19108480
24725,19112411
24723,19100902
24724,19077420
24724,19059664
24724,25015071
24724,25015070
24725,19091927
24724,19077425
24725,59006450
24725,19090114
24761,19044442
24761,19042861
24823,19086684
18444,19096188
12412,19096188
12412,19111293
12366,19086636
12366,19051629
12588,19037175
12592,19090053
12592,19042700
12592,19045725
12592,19045826
12682,59004541
12862,19111578
12863,19111052
12964,19109094
13162,19077271
12592,19080294
14001,19062438
14001,19111275
14065,19037267
14065,19068745
14001,19086655
14090,25017712
14091,59006660
14323,19110756
14666,19091916
14683,19041346
14682,59000486
14965,19111253
14962,59008697
15102,59004535
15225,19091927
15226,19090400
15230,19100789
15231,59008044
15241,59001792
15263,19112403
14337,19106518
15562,19106652
15867,19096182
15948,19096196
6586,19062238
6586,19089133
15948,19111554
15950,19091917
15950,19091921
15950,19091913
15950,19056331
15950,19081504
15965,59007685
15967,59010162
11241,19089592
6586,19109846
16061,19042777
15226,19100899
16113,59004722
16113,59004541
16342,19111553
16763,19068743
16840,19031690
16903,59001933
16903,19087107
16903,19044407
16929,59006658
17183,59007963
17183,59000412
17183,59000146
17183,59000157
9788,19076883
17264,19106651
17267,59010162
17267,59008472
17308,19077272
17321,59007934
17321,59008815
17383,19091003
17462,19060128
17664,59008734
17723,59008459
17723,19109654
16903,19045726
17805,19078316
17805,19072321
18261,59010017
18261,59008122
18261,59006710
9364,19100904
18444,19101766
16903,19110814
18502,59007667
18502,59000177
18518,19096335
10823,19058167
10823,19051007
18444,19077860
18694,19097695
18694,19077101
18695,19071520
18882,59010858
19269,19094886
19267,19085694
19276,19097658
19281,19110330
19267,19093163
19270,19071495
19273,19111546
19271,19044466
19324,59008726
19324,59004636
19423,19060035
19423,59008727
19541,19059634
19541,19106769
19581,19096170
19581,19091914
19961,19094079
20026,19105572
20064,19106668
20082,19101643
20251,19112411
20251,19112184
20411,19110809
20411,19042786
20411,19076887
20411,19078507
20411,19028150
20411,19076886
20411,19076889
20412,19045234
20412,19112395
20412,19067403
20724,19025609
20724,19072321
19447,19110817
20886,19113468
20914,19112222
20914,19101621
21182,59006456
21188,19112870
21500,19109864
22104,59010150
22252,19058104
22254,19077083
22252,19077657
22260,59002902
22252,19042821
12584,19037995
15082,19091633
18444,19055520
18444,19114086
18444,19115276
22683,19106652
22683,19096175
22683,19086637
22683,19025606
22683,59006660
22683,19071518
22946,19114652
22946,19110869
22946,19072364
16741,19090818
24026,59008449
24042,19110818
14962,19080297
24723,19101786
24724,19060169
24761,19077103
24823,19086685
18444,19059704
24924,19077255
24924,19077250
24924,19041668
24924,19091003
24924,19045729
24924,19045731
24924,19036619
24924,19036622
25072,19047928
25072,19015812
25072,19051974
25074,19086668
25074,59009779
25074,59009780
25074,59009760
12412,19055600
12416,59005287
12527,59007665
12526,19057932
12584,19057886
12584,19090920
12588,19077084
12592,19078048
12592,19063175
12592,19043367
12592,19110327
12592,19083244
12592,19076885
12863,19078314
12926,19088988
12926,19062437
13162,19096170
7210,19088123
5168,19057911
12584,19091633
13985,59010014
14065,19051004
14065,19043207
10341,19108849
10341,19080285
14323,19106519
14383,19070034
14383,19091951
14383,19016097
14643,19109280
14643,19109277
14663,19077690
14962,19089165
15045,59002213
15046,19077731
15105,59006483
3542,19077137
15225,19096187
15226,59001780
15226,19109484
15231,59003372
15231,59003352
15464,19068804
15464,19098013
15464,19071209
15644,19100903
15683,59006946
15863,59004307
15948,19077083
15965,59009996
15226,59001664
15226,59001775
15226,59001672
16113,59010018
16341,19090400
16761,59006658
16763,19090396
16840,19077058
16903,59003139
16903,19044410
16904,59007623
16931,19093321
17022,19045920
17181,19077083
17183,59007666
17184,59000750
17271,19104913
17308,19077083
17308,19109280
17381,19096160
17561,19109094
17561,19042702
17805,19088123
17887,59001672
17723,59007622
16903,19097682
16903,19096169
16903,19077272
17805,19078314
18279,59000860
10823,19076885
10823,19060035
10823,19045724
10823,19031450
18562,59004830
18562,19077278
18562,19044407
18691,59010167
18562,19100902
18562,19078503
19067,19047929
19270,19112132
19270,19111051
19273,19112347
19281,19094077
19273,19089101
19274,19077707
19265,19051750
19411,19111285
19413,19071417
19413,19041346
19420,19109870
19420,19093163
19420,19100778
19422,19059633
19426,59010049
19426,59008617
19426,59008122
19427,59007665
19431,19112871
19427,19110507
19427,19111578
19433,59000750
9422,19077060
19734,19045216
19749,59006456
19749,59000402
19164,19094079
20050,19097693
20050,19096184
20060,19041866
6221,25023294
20251,59004643
20253,59000750
20411,19047477
20412,19049996
20422,59009994
16741,59008633
20524,19093902
20527,59010002
20524,19042768
20524,19027780
20885,19047936
20886,19055591
21063,59010049
21063,59008404
21182,59004336
21183,59010060
21184,59010050
21186,19111543
21186,19089163
19447,59006450
19447,59006451
21325,19109688
14663,19111304
12592,19091003
12592,19110656
22051,19111293
22051,19111278
22104,59004747
22223,19111296
22223,19101654
22252,19095621
15082,19097865
15082,19089592
11141,19111290
18444,19106665
22683,19097836
22946,19111946
22946,19110041
22946,19052001
22946,19111951
22946,19089108
22946,19111943
22946,19110639
23403,19090655
18422,59008485
23902,19087105
23920,25017218
23921,19108848
24026,59011162
24080,25015771
24441,19077108
24441,19062255
24642,19111301
24724,19093390
24727,25023300
24723,19089590
25074,59009829
25074,59009827
25074,59009822
25074,59009818
25074,59009810
25074,59009796
12362,59000400
12416,19078135
12366,19015840
12584,19071497
12600,19105355
12863,59008209
13162,19101649
7210,19086664
5168,19090924
13985,59008126
13985,19046700
13985,19047099
14001,19096189
14001,19077109
14022,19106652
14001,19067389
14001,19027056
14001,19094070
14001,19111294
10341,19101643
