IDEABOOK_ID,MATNR
41822,19113819
41821,19045724
17183,59008939
42282,19115370
42282,19104917
42282,59007677
42282,59007658
42282,59001171
42282,59001201
42448,19096190
42448,19096184
42162,19031500
42162,19031460
42552,19077420
42554,19111275
42554,19111276
42554,19036583
42554,19045730
42448,19096338
42448,19029462
42448,19101648
42448,19076887
42448,19101649
42605,59011922
42662,19086672
42662,19086636
42662,19068843
42665,19110753
42665,19047930
42605,59008397
42667,19111488
42667,59010066
42605,19096189
42605,19071054
42605,19077243
42605,19070064
33867,19086672
33960,19115569
33844,19111227
35642,19067401
36421,19111279
36421,19086647
34260,19101638
34260,19115454
34405,19110655
35764,19095632
35111,59001799
34405,19097825
23903,19106769
34517,19110781
23921,19062916
34664,59010976
34554,19071053
36421,19086640
34664,59010260
34683,19067481
35111,59009434
36445,59001664
35201,59011012
18444,19115080
35317,59006450
35318,59010162
34058,19091954
35642,19111292
35642,19047438
35201,59011034
35201,59009051
35789,19076889
35789,19037395
35862,19047541
35863,19042642
35867,19000346
35863,19072415
35923,19113182
35764,19105572
35764,19076950
36501,19112238
36501,19115423
36501,19114651
36547,19097678
36547,19026283
36547,19023893
36547,59002430
36763,19059103
36763,19112919
36766,19112405
36903,19116120
36943,59008398
36943,59007548
37801,59011471
37825,59010274
37825,59011472
37825,59008612
24042,19077276
38085,59004379
38204,19042779
38264,19114563
38284,19042864
38284,19096158
38400,19036613
32321,59011037
32321,19112215
38481,59008642
38481,19096217
38481,19096158
38481,19112932
26438,19084436
38687,59010999
38687,59000165
38686,59010024
39051,19101637
39051,19090397
39051,19111303
39058,19067304
39081,19094077
38400,19090819
35721,19115087
39405,19077243
39504,59008643
39563,19112344
39563,19113397
39563,19090636
39563,19114559
39563,19100695
39563,19088116
39563,19111537
39563,19114494
39583,19077692
38286,19036595
38286,19115482
39803,19041861
42001,59011081
38041,19067357
40521,19024114
40522,19101785
40522,19097694
40522,19068765
40524,19093916
40524,19051005
37903,19044449
40567,19076889
40567,19076892
40567,19025945
40567,59011303
40567,19110440
40567,19091930
40567,19091929
41141,19086638
41141,19096158
41141,19096186
41141,19086670
41142,19110809
41142,19109095
41143,59011499
41143,59011132
41262,19026151
41423,19026574
41423,59011345
41423,59007373
41511,19117914
41423,59004534
41633,19087088
41423,19042865
41424,19094079
41424,19101200
41772,19036625
41705,19101668
41705,19077732
41824,19096172
41821,19110592
41821,19077860
41829,19112396
41830,19111300
18444,19089166
41982,59011037
41772,19091003
42001,59000383
42004,19070065
42004,19070067
42004,19036625
42021,19086636
42021,19104916
42163,19114087
42163,19084939
42163,19042662
42162,19088988
42161,19116571
17183,59012031
42223,19097823
42282,19115082
42282,19090819
42282,59011469
42282,59011473
42282,59007711
42282,59007374
41772,19067385
41772,19031437
42448,19093867
42162,19031683
42162,19031528
42580,19114563
42580,19113812
42448,19096339
42448,19096185
42665,19115408
42665,19051976
32013,59001799
33927,19090747
33930,19097827
33930,19067348
33930,19044846
33930,19110766
34053,19111255
34054,19090982
34054,19112871
34054,19089121
34054,19078542
34053,59011007
34068,19114086
34068,19112683
28420,59006661
28416,19050474
35066,59008069
34337,19090836
34367,19096151
34260,19026283
34260,19111267
34384,59011033
34405,19110855
34440,19096339
34440,19100702
35080,19096181
23903,19062253
34485,59008642
34517,19078314
34517,19059033
34563,19106697
34565,19080297
35764,19114408
35080,19071053
36346,59004748
35181,19076894
35080,19097822
35201,19090840
35374,19091914
35374,19096160
35624,19077274
35742,59001295
36346,59011288
35783,19111119
35783,19084941
35789,19029460
35783,19077088
35862,19101653
35863,19109670
35863,19110850
35863,19108480
35863,19097923
35923,19090652
35984,19081488
35984,19042791
35984,19093317
3472,19089163
36225,19109485
35783,19027099
36346,59009057
35923,19071477
35923,19109280
36509,19110833
36516,59011288
36550,19110851
36547,19026574
34681,19097826
36762,19090747
36903,19077247
36903,19077248
36943,59008252
36943,59007677
37062,19023000
37801,59011474
37825,59007675
37825,59007246
37829,19080297
17887,19077466
17887,59003597
40521,19093389
38203,19067346
38203,19035150
38204,59011466
38264,59008404
38264,59001664
38284,19112932
38284,19096149
38286,19036610
38284,59011034
38284,59011033
38422,19063493
38481,19090399
38481,19090396
38481,19084943
38570,59010272
38570,59010270
38570,59003597
35391,19110941
38687,59010997
38687,59011007
38687,59006509
38687,59008734
38686,59007249
38686,59007251
38921,59007720
39001,59008404
39056,19109894
39056,19114079
39058,19058015
39081,19106905
39082,19026574
38400,19070817
38400,19116524
39492,19042786
39563,59008675
39563,19084566
39563,19090980
39563,19057989
39563,19108379
39743,19112226
39803,19062256
39831,19045730
39563,19116844
39563,19050477
39563,19110821
40121,59010260
40521,19111303
40521,19093388
40522,19045216
40524,19101644
40567,19046494
40567,19068241
40567,59011009
40567,19110833
40907,59007391
41141,19054446
41262,19051629
41424,59001762
41423,59003885
41542,59011416
41423,59003950
41424,19094077
41511,19077241
41511,19106697
41581,19027090
41772,19101653
41822,19113978
41821,19077859
41830,19037401
41830,19111294
41988,59003262
41989,19109281
41982,59011505
42022,19086684
42021,19060219
42161,59011101
42162,19098012
42161,59011224
42163,19042660
42163,19094077
42162,19068728
42163,19055591
42163,19055589
42282,19111119
42282,59002417
42282,59011411
42282,59011152
42282,59009991
42282,59008452
42282,59008455
41772,19071521
41772,19097656
24680,19115365
24680,19094077
42448,19097674
42448,19023492
42481,19077099
42448,19072292
33864,59011052
33880,19042862
33934,59011169
34054,19058098
34054,19113397
34054,19113396
34054,19108381
34053,19094086
34056,19077181
34054,19108355
34052,19089132
34053,59011363
34052,19092011
34068,19110851
34068,19109636
28415,19071430
28415,19094087
28416,19094089
34337,19101665
34367,19109647
23983,19055698
34260,19044446
34260,19096169
34260,19111253
34260,19101789
23983,19044486
34387,19109687
23921,19109870
34485,19042250
34510,59001170
34554,19077274
34586,59008064
34601,19111253
36303,59008268
34683,19101668
34742,19111253
18444,25017506
12592,19097663
35046,59001799
34405,19025608
34405,19096159
35363,19113823
35112,59006660
35146,19112132
35148,59008456
35146,19101644
35181,19090397
35642,19077058
35510,19096158
35624,19071053
35646,19086645
35721,19077276
35721,19077274
35721,19088517
35741,19085618
35742,19077422
35783,19036628
35783,19110832
35783,19088517
35641,19045749
35867,19090653
35923,59007902
35923,59001715
35923,59008727
3472,19052001
35923,19097826
35984,19047189
35984,19071263
3472,19036696
35923,19110817
36224,19090397
36225,19097833
35923,19116118
35923,19089734
35923,19109230
36384,19077083
36384,19068801
35923,19101790
35923,19097688
35923,19091926
35923,19041864
36389,59003261
36421,19025606
36421,19111291
36509,19008833
36516,59011345
36516,59010274
36607,19096170
36612,19049578
36762,19043207
36763,19077275
36763,19023000
36763,19097676
36903,19111961
36903,19071269
36943,59008612
36943,59007650
36943,59003883
37350,19091479
37829,19110809
37829,19084491
24042,19109277
24680,59000144
37863,19111456
38061,59007253
38061,59007251
38061,59006739
38082,19088986
38264,19111551
38284,19063408
38284,19111305
38284,19113822
38284,19091950
38284,59011021
38284,19110816
38481,19100903
26438,19113825
38687,59001419
39056,19113884
39056,19094917
39056,19108379
39057,19100781
39057,19098056
39057,19042780
39057,19042777
39081,19078419
39262,59011345
38400,19047100
38400,19101791
39563,59008685
39563,19058098
39563,19077669
39563,19110819
39583,19086636
39563,59011856
39563,59011857
39563,19071891
39743,19068928
39563,19112136
38264,59008405
35720,19076897
40521,19070041
38041,19063795
40524,19115296
40524,19113944
40524,19042358
40543,19042773
40543,19026309
40543,19112736
40567,59007663
40567,19096179
40567,19067388
40567,19041867
40567,19091003
40567,19029469
40567,19068746
41262,19085617
40907,59006658
41266,19070069
41423,59007302
41423,59011416
41423,59004535
41507,19097672
41511,19068913
41511,19067397
41581,59007711
17183,59007556
41423,59007626
41423,59010077
41423,59001171
41424,19094078
41703,19111578
42605,59010046
42605,19111285
42840,19090819
42840,19096217
44683,59011412
42912,19115365
42913,59011530
42924,19111085
42936,59006510
42935,19115386
42944,19097922
42944,59011858
42944,59011853
28044,59011693
46184,59011175
43063,59011081
43321,59007250
43326,19117913
43326,19027076
43326,19027090
43326,19029464
43326,19036628
43421,19062735
32721,19116188
43326,59010260
43326,19070069
43474,19043211
43481,19112365
43482,19117467
43482,19111931
43482,19072329
43068,59008619
43540,59011719
43669,19112931
43669,59010266
43669,59010262
43669,19067485
43882,19098018
43922,19116896
43922,19106769
43474,19090754
44120,59008495
44161,59010260
46180,19080287
44225,19070054
44120,19029532
43474,19105355
44350,59006456
44411,59007258
44442,59004863
44521,19116531
44521,59012049
44784,19044465
43922,19091929
44225,59008450
43922,25015695
43922,19114014
45204,59011709
45204,59011270
45285,59004508
45285,59007246
45285,59003883
45285,59007253
45285,59003254
45302,19094077
45427,19113821
36550,59006660
36550,19041859
36550,59003298
36550,19036589
45549,59011038
45549,59011041
45549,59011044
17887,59000114
45562,19090864
45722,19090399
45722,19076898
17887,19109910
45821,19088110
45821,19031450
45828,59006660
45912,19115950
45919,19067481
45919,19113943
46025,59008061
46045,59009438
31523,59005289
46180,25023282
46185,59007246
46283,19095629
49382,19072318
46285,19115121
46285,19113884
46283,19071099
33520,59010262
46433,59002916
46482,19069194
46482,19059665
43922,19095865
46580,59011281
46180,59001449
46630,59011270
46630,19043194
46630,59011151
46632,19114086
46659,19031460
41633,19036583
46656,19086604
46748,19029459
46781,19041867
46785,59012105
46785,59011898
46785,59011890
46785,59011471
46785,59011463
47620,19077248
46789,59011012
46789,59006515
46789,59008723
46180,19113240
47104,19109648
47109,19096190
47620,19077247
47666,19114405
47666,19110884
47666,19044467
47666,19081405
47666,19067396
47682,19056328
47682,19077062
47006,19093399
47783,19090844
47783,19096340
47783,19100902
47824,59011599
47826,19097865
47826,19045919
47826,19042791
47827,19093164
47827,19095865
47827,19044465
44521,19090108
47827,19091928
47824,59011385
47831,19086604
47832,19117582
47832,19115422
47832,19067913
47925,59008001
47925,59011411
47925,59006480
47925,59004535
47925,59004534
47925,59006904
47666,19041345
48211,19113244
48211,19051485
48367,59008716
48367,59008210
48367,59011063
44521,59012373
48803,19090912
49382,19110656
29924,59011021
49506,25017608
49522,19047928
49661,19043214
49682,19036360
49682,19115472
49682,19115474
49683,19100707
49683,19100706
49683,19100702
49683,19051598
50103,59011229
50102,19063493
50102,19111301
42223,19111252
50324,19116119
49524,19055600
41989,19060036
42801,19067482
42801,19047939
42803,19112773
41826,19111268
46180,25023286
43068,19096196
43326,59001810
43326,19111293
43468,19113824
43468,19101654
43468,19086671
43470,19036613
43068,59004455
43326,59003889
43474,19105561
43068,59008455
43068,19059031
42223,19097836
43621,19014291
43669,59010264
43941,59011012
44683,19100903
43926,19088106
43926,19109910
43926,19109909
43926,25017414
44028,19039858
35384,19009903
43474,25015561
44521,19111253
44521,59008393
44521,19089770
44521,19105355
44521,19090384
44521,19096196
44521,19115081
44683,19100900
38943,19096193
44350,19112396
43922,19068745
44981,19112221
44981,19110921
44981,19110909
43922,19113182
43922,25015700
43922,25015548
45201,19111254
45283,19100902
45283,19077099
45285,59001295
45549,59011039
45722,19042871
45562,19077292
45562,19096329
45722,19097694
45743,19077426
45910,19096339
45910,19090655
45919,19077278
45940,19115081
46022,59001799
31523,19110922
31523,19051485
31523,19042842
31522,59007253
46180,59010230
46183,59003391
46180,19110811
46183,59003372
46183,59002212
46184,59008407
46180,19044846
46185,59000383
46185,59008121
46185,59007711
46180,19110832
46180,19077181
48885,59003086
46283,59008494
46283,59008393
46364,19117298
46365,59006482
46387,19090287
45641,59003460
46482,19093165
46482,19059640
46229,19067794
46229,19067796
42936,19097663
42924,19050212
46506,59011274
46506,19097663
46506,19110884
46506,19068783
43922,19112734
43922,19106774
31523,19096189
46180,19086380
41982,19076889
46628,59003879
46659,19031683
46742,19077246
46180,19042842
46180,19101622
46300,19088233
46285,19080297
47051,19116151
47051,19080280
47051,19083238
44521,59012119
44521,59008494
47107,19041970
47256,25017503
47345,19071894
42944,19117679
47620,19014291
47661,19118672
47682,19086668
47682,19113826
47006,19047537
47783,19111271
47827,19110883
47827,19044466
47827,19077470
47827,19059665
44521,19077290
44521,19110941
47827,19059634
47831,19109092
47666,19090401
47832,19078567
44521,19109094
47473,25017621
47666,19114014
47939,19036607
14163,19112773
48342,19111578
48342,59006904
48885,59007251
48885,59007622
49244,59010999
49360,19113179
29924,59012049
50103,59001715
50401,59011081
50463,59003317
50463,59003298
49685,19109630
38061,19077107
49524,19090203
49682,19063520
50722,19027098
50722,19071520
50722,19106682
50722,19113826
50725,25023296
50722,19114012
50725,25017609
50804,19094370
50822,19106662
50862,19114012
50862,19115959
50862,19115960
50862,19114085
50862,19106682
50862,19106680
50862,19059704
50862,59011153
50862,19115403
50862,19115409
50862,59009991
50862,59008716
50862,19108480
50862,19096187
50862,59004652
50862,19077078
50862,59011842
50862,59008399
42605,19037839
42605,19111119
32300,19112243
42801,19116520
42803,59010276
45285,59007248
42845,19096340
42924,19100788
42941,19115825
42941,19097472
42941,19113978
42944,19109671
43176,19101658
41989,19090400
43326,25015555
43326,19117901
43326,19027081
43326,19036625
43326,19044424
43327,19036595
43326,59008397
43326,59003892
43482,19072327
43482,19064086
43482,19063406
43482,19063404
43068,59007246
43540,59007963
42223,19109650
43326,59007246
43626,19108373
43669,19116974
43669,59006548
43669,59011469
43882,59008473
43882,19071497
43906,19111259
43922,19108377
43922,59002866
43922,19014714
43926,19112365
43941,59003298
43926,19051081
44035,59006660
44063,59011276
43922,59004748
43474,25017394
44120,59011151
44225,59011922
44225,59010351
44225,19097825
44411,59007246
44411,59008252
44443,19031456
44521,19089128
44521,19105351
44521,19071100
44521,19070239
44521,19067913
44521,19115959
44521,19088234
44521,19112241
44525,19042637
41828,25017415
44784,19029532
45362,19110745
36550,19041970
45427,19067794
36550,19077248
36550,59006946
45549,59000144
45549,19109279
45722,25016981
45562,19115110
45722,19090820
45562,59007922
45562,19062238
45562,19077836
45722,19105348
17887,59006656
17887,19087104
17887,19087102
17887,59000144
47345,19112395
42162,19109692
45821,19072317
45821,19058166
46022,59001715
46025,59007296
46044,59008375
31522,19096171
46176,59007251
46183,59003352
46185,59008120
46185,59006551
46185,59010053
46188,59008952
46229,59011037
46321,19060128
47620,19085615
47109,19042863
46283,59008486
46300,19118632
46321,59010214
42936,59008490
38061,59010974
42924,59008407
46506,19108846
46506,19113823
46506,19116524
46506,19077693
46628,59011542
46628,59011549
46628,59011385
42162,19041970
46785,19090652
46948,19089134
46997,19108850
41989,19044470
47009,19111578
47011,19117033
47011,19115103
47011,19117405
47011,19105354
47013,59001511
47018,19110921
47018,19114655
47018,19108958
47018,59011437
47042,19096187
47051,19041401
47107,19041963
47116,19096155
47131,19080297
47220,59007548
47123,19041970
47136,19110597
47284,19077275
47220,59012065
47284,19109651
46229,59011530
47467,19110835
47473,25017623
47109,19042865
47620,19086639
47620,19089069
47682,19116531
47700,25020054
47783,19101647
48201,19088648
48342,19096188
47620,19110655
48504,59010963
45549,59011022
48507,19060546
44521,59012015
44521,19090400
44521,59011020
46949,19114405
48885,59008716
48885,59008284
48885,59004039
49501,19059614
49661,19113179
49683,19042437
49742,19115412
49742,19115411
50102,19042859
42223,19091919
50320,19031471
50320,19031467
50463,59002212
46769,19105351
50862,59011689
50862,59011922
50862,59006904
50862,19041970
50862,19115110
41989,19051732
41989,19086647
42801,19106697
42917,19115975
42936,59007668
42935,19063976
42935,19042659
42941,59007256
42912,19116588
42942,19111932
42917,19111929
42917,19097922
42943,19111931
42944,19042251
42944,19111879
42944,59010363
43176,19071898
41989,19037839
41989,19026316
43327,19086260
43326,19070062
43481,19086679
43481,19084941
43481,19060076
43068,59004541
43068,19077687
43540,59008064
42223,19096163
21444,19118153
43906,19109648
43922,19112770
43922,19095622
43922,25017389
43942,59004534
43926,19111300
44061,59008206
44061,59010271
44061,59011465
44061,19042861
44063,59012003
43474,19115825
44353,19110601
44411,59007256
44443,59004256
44521,19086657
44521,19115103
44521,19061202
44521,19086658
44521,19086662
44521,59007296
44521,59006510
44525,19081434
41828,19097695
38943,19042436
43922,19059640
44965,59000185
43922,25015702
45204,59011695
45283,19045572
45285,59000383
45285,59001308
45285,59007374
45427,19090401
45443,59011898
45549,19110837
45562,19050269
45562,19057891
17887,19047436
45562,19077833
45641,59008494
17887,19087108
17887,19091003
17887,19076889
45753,19096167
45919,19106693
31523,19112222
31523,19115419
31523,19115420
31523,19115987
31523,19115988
46180,19114565
46185,59011482
46185,59006858
46185,59011902
47824,59011609
49301,19118975
45443,59007660
46285,19118975
45443,59008252
45444,19077277
46420,19077250
46506,59010137
46507,59001799
46507,59012047
46180,19118672
46506,19077470
46507,19117298
43922,19109565
43922,19106790
43922,19095867
43922,19093164
31523,59010883
31523,19114405
41633,19109278
41633,19036613
41633,19045723
46748,19029468
46785,59012065
46785,59011901
46789,59011021
46180,19110921
41989,19031467
47013,19077688
47018,19112181
44521,19072351
44521,19104913
47104,19115404
47114,19087811
47124,59011270
47124,59012065
47013,19096159
47013,19089936
47013,19047189
47220,59012102
47220,59003380
47107,19090652
47256,25017506
47284,19096167
47345,19071899
47345,19105348
47666,19067402
47826,19071497
47827,19060170
47832,19116883
47832,19115417
47832,19045026
48209,19090824
48205,19113842
48493,59008544
48582,19117922
48582,19050581
48582,19088104
44521,19089166
48885,59006483
44521,19094380
44521,19110761
44521,19062241
49108,59007720
49108,59001295
48885,59006480
48885,59010030
49382,19058104
49524,19114012
49661,19043213
49682,19117934
49683,19035152
49683,19100703
49842,59011466
43922,19116056
42223,19091918
50329,25020054
49524,19055599
50401,19110738
42605,19067481
42745,19110046
42753,59000402
42448,19106696
42840,19091922
42840,19041521
42914,19114086
42924,19097865
42935,19117225
42941,19068928
42912,19090747
42942,19064157
42942,19055599
42917,19111879
42943,19080296
42944,19109670
42944,19111929
41826,19068844
43192,59010818
43327,19071517
43470,19090400
43481,19044847
43621,19014289
43669,59011953
43669,59004339
43669,59011042
44683,59011470
43941,59000114
43926,19109908
43942,19086639
44521,19113194
43926,19110873
43926,19111285
44026,59003298
44350,59012012
44521,19067846
44521,59008061
44683,19113820
44683,59010264
44683,59011411
44683,59004102
43922,19108478
43922,19095866
43922,19051738
44790,59004455
44941,59010951
18444,19031310
45201,19091921
45302,19041866
45302,19041862
45427,19110601
45482,19117306
36550,19077107
36550,19047932
36550,19084941
36550,59011408
45549,59011720
17887,59011044
17887,59011542
45562,19057886
17887,19086653
17887,19109908
17887,19109282
17887,19045723
17887,19036619
45753,19096179
45821,59012047
42162,19047638
45821,19047478
40861,59010273
31522,19109694
46185,59008619
46185,59007256
46187,19076883
46187,59001715
46285,19116119
45641,59007922
46482,19059668
46229,19067798
46229,19096189
46506,19115493
46180,59002916
46180,19068269
46180,59010193
41633,19109283
41633,19041862
46646,59012034
46646,19115082
46656,19077423
46667,59011549
46742,59011471
46775,19114354
46785,59012093
46785,19076883
46997,19096188
47009,59012034
47011,19115477
47013,59004534
47018,19041860
47018,19114405
47018,19114012
47068,59008493
47112,59011922
47107,19071053
47620,19096171
47114,19071518
47114,19071172
47114,19071171
47114,19077278
47124,59010077
47116,19111255
47123,59004664
47124,59008716
47136,19097472
47136,19115825
47013,19116082
47123,19114086
47140,59008017
47013,19116081
47142,59008460
47160,59010150
47220,19109094
47220,59008567
47220,59011689
47282,19106905
47345,19100900
42944,19117467
42944,59012373
47602,19116093
47620,19068841
47620,59000583
47666,19112387
47666,19096188
47666,19081403
47682,19096339
47666,19104920
47700,25017612
47783,19101646
47783,19101786
47827,19059640
47832,19114565
48205,19078316
48493,59008550
48496,59007968
48504,59006904
48504,59011229
48504,59011073
48504,59010950
48507,19035028
48507,19110762
48582,19109436
49108,59010264
49110,59011990
46948,19045837
48885,59007371
49301,19109098
49360,19110654
29924,19113823
49506,25017612
49661,19110639
49661,19112238
49661,19115375
49682,19115473
49685,19100903
50104,19114085
50103,59011125
50103,59006946
50329,19115380
48342,19091662
31365,19044420
49661,19112683
49685,19115088
50804,19091629
49524,19115080
49524,19023002
50722,19027080
50722,19106685
50722,19090827
50722,19106680
50725,25015711
50725,25017613
50725,25025164
50722,59011920
50822,19106656
50862,19118975
50804,19096335
50862,19114086
42801,19077242
42924,19096196
42930,59011047
42941,59007642
42941,59003889
42912,19110332
42917,19077280
42917,19042870
42917,19055600
42944,59011860
43176,19041384
43176,19041398
43326,59007652
43068,19093321
43540,59000412
42223,19115492
43801,19108480
43922,19109836
43922,19117035
43926,19115975
44028,19111122
44028,19044488
44061,59006531
44061,59008118
43474,19113978
43327,19035147
44141,19116588
44411,59008453
44521,19116972
44521,19050317
44521,19116524
44521,19112181
44521,19086661
41828,25017198
42448,19041255
44683,59011898
44965,59004863
44965,59002916
18444,19088115
18444,19088114
45204,59011952
45283,19023002
45283,19097835
45285,59007621
45285,59010076
45302,19071054
45407,19086673
45407,19097682
45407,19086637
45443,59011691
42162,19047465
42162,19047436
45821,19060298
45828,59011303
45828,59010796
45910,19084943
45919,19101663
45966,19113819
31522,59008399
46183,59002026
46364,19116634
46285,19115416
46285,59011930
46366,19041970
45444,19060219
45443,59003885
45443,59007302
46482,19109565
38061,59010975
42930,59011437
46506,19110883
46506,59008567
42930,19106678
42936,19041859
46507,59001780
46180,19090392
46506,19077466
46506,19026288
31523,19111958
41633,19112405
41633,19112398
41633,19008833
46658,19051728
46785,59011897
46785,59010273
46789,59006509
46769,19071522
46948,19057900
46948,19087674
47006,19111066
47010,19031450
47011,19117034
47013,59004307
47013,59004540
47013,19086645
47018,59008490
47051,59011215
47114,19086260
47114,19118081
47104,19096149
47123,59004256
47131,19113245
47131,19110914
47124,59011922
47013,19086638
47013,19096153
47123,19115974
47139,59011410
47123,19118975
47013,19116085
47013,19118632
47142,59004535
47142,59008397
47160,59011035
47220,19114405
47925,19091662
48885,59004336
49360,19115122
47925,59011499
45444,25015561
14163,59011474
48342,19106682
48367,59010078
48491,19090829
48493,59004339
48493,59008547
48496,59011471
48504,59011970
45549,59009054
45549,59004863
45549,59001460
45549,59011545
45549,59011549
49382,19116883
29924,19101791
49506,25020054
49683,19112919
49684,19112923
50101,59011473
50320,19101668
50329,19090820
50463,59000402
49685,19114556
50725,25017027
50822,19106653
50862,19111119
50862,19111456
50862,19111455
50862,19100899
50862,59012045
50862,59011543
50862,59011530
50862,59008735
50862,19108849
50862,59004456
50862,19077090
50862,19060123
50862,59001260
50900,59012035
50920,19068844
41989,19031430
41989,19101652
41989,19101653
42448,19112402
42840,19110328
42861,19027037
42931,59000144
42914,19114565
42944,19111932
43068,19111085
43078,19101646
43078,19111299
43176,19076890
43176,19106666
43176,19106661
43176,59008283
43326,59007303
43326,59007253
43481,19080287
43482,19117679
43482,19115424
43482,19110914
43482,19110817
43482,19080297
43621,19111256
43623,19044742
43669,25023286
43905,19112184
43922,19088124
44683,19096173
43926,19101621
43926,19089163
43941,59003317
43942,19114411
43926,25023495
43942,19047588
44061,59006548
44061,59001308
44141,19112773
46183,59003380
44225,59008397
44225,19109692
44443,59000114
41828,25023243
44683,19076894
44683,19078392
44683,59011691
44785,59011557
44790,59001516
44790,59004508
18444,19114602
45162,59011539
45181,25016984
45285,59006551
45302,19116891
31825,59012048
45562,19057912
17887,19087106
45562,19093394
17887,19047437
17887,19109909
17887,19087110
17887,59009087
47256,19093867
47583,19115419
47006,19093165
45821,59012045
45821,19036592
31523,19089568
31522,19023001
46180,59010997
46183,59003388
46183,59001719
46183,59000412
46185,59004039
46185,59007677
46185,59003087
46185,59007374
46187,59011101
46187,59010950
46187,59001664
46188,19111282
46229,59011224
46364,19116977
46365,59010017
46283,19088234
45444,19112773
45443,59010260
46482,19093164
42924,19088233
42931,19041970
46507,59011224
46506,19077467
46506,19043161
46506,19026284
46506,19027676
46580,59011845
46628,59011545
46628,19116836
46628,59011022
46628,59010883
46638,59011473
46646,19063977
42162,19041859
46659,19109692
41633,19036610
46656,19077426
46668,59011521
46667,19116516
46667,59011044
46180,19112223
46781,19112396
46781,19041866
46785,59010269
46789,59011018
46180,19112221
46180,19115097
46300,19080280
47013,19086677
47104,19115403
47051,19089128
47051,19115974
47051,19115081
47620,59004720
47114,19077242
47131,19088647
47131,19110817
47124,59012062
47136,19097468
47136,19026336
35384,19083244
47220,59011423
46789,59011024
47620,19086674
47620,19035150
47666,19110883
45444,59006904
47666,19115083
47700,25017623
47006,19112205
47783,19080287
47783,19096339
47827,19044468
47831,19109283
47827,19101767
47827,19096330
46420,19041668
47939,19088983
48104,19000855
14163,19094077
48342,59011543
48342,19106679
48367,59001260
48493,59008545
48496,59011467
48493,59008548
48504,59001715
45549,19115369
45549,59004652
48784,59002906
44521,19111300
46948,19090384
48885,59008405
48885,59007621
48885,59008453
48885,59007548
48885,59007246
49682,19108887
49683,19023201
49683,19112236
49683,19090114
49842,59011463
49861,19111946
50329,19115381
49524,19055598
50862,59011890
51349,19109912
51351,59001715
51353,59011903
51541,59007547
51762,19110328
49684,19115492
49684,19101789
49661,19100897
49684,19098019
49685,19111065
29300,19086638
29299,19115974
29299,19114562
52522,59011599
52522,59011388
52522,59008469
52546,59012003
52863,59011890
52865,19055701
52865,19100707
17887,19091662
50961,19077089
53382,19086674
53382,19086685
53484,19031449
49661,19112347
49682,19095623
49683,19109901
53385,19112402
51460,19114012
24680,19090839
46180,59009226
53702,59012093
53385,59011890
53385,59012012
53742,19077859
53742,19087088
53962,59012380
54221,19097826
54093,59003892
54224,19114648
54286,19117035
54299,19116119
54299,19115987
54342,19113826
54342,19041859
54342,19035150
54349,19090401
54350,19090400
54350,19090397
38061,19071476
46748,19111578
54601,19090834
54834,19060084
54834,19077137
54835,19077836
54831,19059709
54884,19041859
55029,19044450
54883,59004541
54884,19096339
54962,19047650
54962,19039967
55029,19116117
55046,59012251
55048,19060544
55048,19025609
55073,59011474
49360,59012391
55148,59011283
55146,59011540
54882,19096186
54882,19097695
47220,59012390
54835,25024962
45743,59011510
55765,19116591
42924,59012408
55781,19098180
55804,19091927
55804,19043207
55963,19044850
45743,19077420
56122,19096156
56160,19072328
56161,59008390
57160,59004863
58426,19112181
28763,19090385
58426,19050269
58426,19045836
57002,19113183
57002,19112243
57002,19059709
57002,19049609
57002,19047589
57002,19114648
57002,19115100
57002,19117266
57002,19114603
57002,19108356
57281,19041866
57323,59012152
57331,19098015
57331,19060122
57331,19042773
57336,59007903
57337,19071521
57337,19041866
60562,19041344
57337,19071519
57337,19077109
57337,19101650
60820,59011464
57336,19100902
57336,19109652
57336,59007253
51352,19084562
57565,19100895
56885,59012407
58301,19060084
58301,19114556
58164,59008452
58200,19089163
58200,19112240
51121,19109870
58242,59001295
58304,19115342
58304,19115343
58304,19116972
58304,59012407
58304,19108363
58304,19091485
58304,19077290
58304,25023287
58426,19091659
58426,19109910
28763,19090640
58426,59008488
58426,19115342
58426,19115343
58426,19115346
58426,19070239
55804,19077090
58164,59010076
58426,19086645
58426,19086681
58482,59008089
23983,59012408
59040,19115416
59042,59007944
59041,59012156
58208,19078321
59240,59001821
59341,59010958
59363,19086674
59300,19090831
59405,19045731
59405,19036622
59600,19114558
59600,19088234
59600,19111541
59600,19043367
59600,59011277
59600,19095865
59820,19091953
59943,59011282
59981,19115492
59981,19091919
59980,19117029
60820,19076887
61222,59012190
58208,19098016
60862,19027099
60862,19097658
61480,19068704
61623,19089771
61623,19057911
61623,19109914
61623,19077292
61623,59006658
61623,19109871
61623,19062734
61623,19062377
61623,19078535
61623,19112241
61623,19097403
50862,19116085
51121,59011081
51342,19027676
51344,19116974
51348,59008490
51349,19109895
51348,19091662
51348,59004664
51360,59011543
46580,59008716
49685,19111064
52165,59011152
29300,19097825
29300,19086674
29300,19077732
29299,19086666
29299,19112184
29299,19110850
29299,19108480
52522,59006660
52522,59007663
52522,59011270
52522,59003883
52641,19067295
52641,19077470
52641,19026637
52646,19109278
52740,19108479
52865,19106673
52865,19035266
45444,19112396
