CUSTOMER_ID,IS_DESIGNER,BPCODE,ADDRESS_POSTAL_CODE,AGE
2508,N,1900037079,,
2510,N,1900037080,,
2514,N,1900037086,,
2521,N,1100661450,10310,
2522,N,1900037095,,
2523,N,1900037096,,
2529,N,1100687334,10400,36.61095890410959
2556,N,1900036844,,
2561,N,1900037132,,
2562,N,1900037133,,
2624,N,1900037179,,
2663,N,1900037187,,
2667,N,1900037191,,
2668,N,1900037192,,
2709,N,1900037213,,
2710,N,1100632662,10120,
2713,N,1900037217,,
2724,N,1900037231,,
2439,N,1900037028,,
2476,N,1900037055,,
2490,N,1100700514,10240,32.0986301369863
2496,N,1900037069,,
2500,N,1100686330,10310,40.4986301369863
2516,N,1900037088,,
2517,N,1900037089,,
2564,N,1900037135,,
2566,N,1100699423,95110,57.33698630136986
2617,N,1900037168,,
2618,N,1900037171,,
2619,N,1900037172,,
2622,N,1900037173,,
2648,N,1900036071,,
2669,N,1900037193,,
2725,N,1900037232,,
2743,N,1900037234,,
2744,N,1100698603,10240,30.293150684931508
2769,N,1900037245,,
2773,N,1900037250,,
2774,N,1900037261,,
2775,N,1900037262,,
2782,N,1900037272,,
2783,N,1900037273,,
2784,N,1100686150,83150,51.23835616438356
2786,N,1900037276,,
2788,N,1900036585,,
2789,N,1900037281,,
2796,N,1900037293,,
2801,N,1900037301,,
2822,N,1900036405,,
2429,N,1100697318,70110,26.471232876712328
2431,N,1100702327,11110,36.69041095890411
2433,N,1100708821,96160,
2436,N,1900037024,,
2469,N,1900037048,,
2472,N,1900037053,,
2477,N,1900037057,,
2479,N,1100678590,10150,35.21095890410959
2486,N,1900037059,,
2487,N,1100689011,10250,35.35890410958904
2504,N,1900037076,,
2513,N,1100687863,21130,51.556164383561644
2520,N,1900037092,,
2530,N,1900037104,,
2544,N,1900037111,,
2559,N,1900037120,,
2565,N,1100701031,10310,33.441095890410956
2567,N,1100669077,11120,
2623,N,1900037174,,
2666,N,1900029248,,
2682,N,1900037196,,
2719,N,1900037222,,
2720,N,1900037223,,
2723,N,1100566885,10240,34.59452054794521
2772,N,1900037248,,
2779,N,1900037267,,
2430,N,1900037017,,
2463,N,1100630786,10250,31.257534246575343
2470,N,1900037051,,
2471,N,1900037052,,
2473,N,1900037054,,
2478,N,1100670128,11120,35.41917808219178
2497,N,1900037071,,
2503,N,1100658072,10900,29.86849315068493
2518,N,1900037090,,
2519,N,1900037091,,
2545,N,1900036595,,
2547,N,1900037112,,
2557,N,1900037118,,
2568,N,1900037138,,
2605,N,1100682455,10270,
2620,N,1100692079,10310,45.967123287671235
2703,N,1900037205,,
2706,N,1900037209,,
2708,N,1900037212,,
2711,N,1900037214,,
2714,N,1900037219,,
2715,N,1100320180,10230,
2745,Y,1900037235,,
2764,N,1900037241,,
2766,N,1100675763,10230,
2767,N,1900036077,,
2768,N,1900037244,,
2849,N,1900037326,,
2850,N,1100652044,10240,37.61643835616438
2864,N,1900037334,,
2905,N,1100526062,10310,5.213698630136986
2906,N,1100535432,11130,34.47945205479452
2936,N,1900037367,,
3045,N,1900037400,,
3066,N,1900037408,,
3183,N,1100699832,10160,46.961643835616435
3184,N,1900037449,,
3226,N,1900037467,,
3232,N,1900037480,,
3234,Y,1900037484,,
3236,N,1900037488,,
3237,N,1100610821,11000,37.55068493150685
3244,N,1100527306,11120,30.684931506849313
3245,N,1900037496,,
3246,N,1100665996,10260,35.205479452054796
3248,N,1900037499,,
3267,N,1100656268,60000,34.19178082191781
3270,N,1900037513,,
3302,N,1900037515,,
46863,Y,1100761489,83000,38.8027397260274
3307,N,1900037522,,
3308,Y,1900037523,,
3323,N,1100701263,10540,
2854,N,1100682117,10220,37.63835616438356
2865,N,1100670847,41000,
2907,N,1100482083,10120,36.16712328767123
2927,N,1900036175,,
2944,N,1100698152,10900,35.81917808219178
2984,N,1100701091,10120,39.865753424657534
3042,N,1900037396,,
3067,N,1900037410,,
3070,N,1100697600,10400,29.506849315068493
3071,N,1100756731,10600,1.747945205479452
3202,N,1100645462,10260,
3241,N,1100672043,10150,
3268,N,1900037511,,
3327,N,1100700122,10130,
3330,N,1900037526,,
3331,N,1100699519,10120,31.980821917808218
3332,N,1900037527,,
3333,N,1900037528,,
3334,N,1900037529,,
3335,N,1900037530,,
3336,N,1900037531,,
3337,N,1100665220,10270,36.75068493150685
3339,N,1900037533,,
2848,N,1900037325,,
2853,N,1900037327,,
2887,N,1900037345,,
2942,N,1100773763,10160,33.36986301369863
2986,N,1900037383,,
3002,N,1100547046,10400,54.865753424657534
3044,N,1900037399,,
3102,N,1900030627,,
3165,N,1900037445,,
3222,N,1900037462,,
3223,N,1100744988,50200,38.02739726027397
3224,N,1900037464,,
3249,N,1900037500,,
3261,N,1900037506,,
3265,N,1900037509,,
3304,N,1900037516,,
3338,N,1900037532,,
3340,N,1900037534,,
3341,N,1100570897,10900,40.26849315068493
3344,N,1900037537,,
3347,N,1100746129,10160,32.73972602739726
3348,N,1900037539,,
3351,N,1900037540,,
3353,N,1100666789,10240,38.89041095890411
3354,N,1100596594,10160,29.893150684931506
2885,N,1900037341,,
2930,N,1900037361,,
2935,N,1900037366,,
2987,N,1900037384,,
3122,N,1900037428,,
3127,N,1900023371,,
3182,N,1900037448,,
3187,N,1900037457,,
3227,N,1900037470,,
3239,N,1900037492,,
3243,N,1900037495,,
3250,N,1900037501,,
3264,N,1900037507,,
3322,N,1900037524,,
3352,N,1900037542,,
3358,Y,1900037543,,
3359,N,1900037545,,
3360,N,1900037546,,
3361,N,1100702326,10110,54.94794520547945
3362,N,1900037548,,
3363,N,1100510739,10250,30.838356164383562
3364,N,1900037551,,
3365,N,1900037552,,
3366,N,1100697823,10120,32.10958904109589
3367,N,1100657139,10600,31.693150684931506
3368,N,1100468584,10150,33.71506849315068
3369,N,1900037555,,
3370,N,1100701810,10500,28.6
3371,N,1900030653,,
2884,N,1900037336,,
2904,N,1900037351,,
2922,N,1900037353,,
2924,N,1900037355,,
2926,N,1900037358,,
2929,N,1900037360,,
2982,N,1900037381,,
2989,N,1100518895,10540,
2991,Y,1100701397,10210,38.276712328767125
3022,N,1900037390,,
3024,N,1100655907,25220,42.71506849315068
3046,N,1100701053,10290,32.63835616438356
3047,N,1900037404,,
3062,N,1100701122,11110,32.13972602739726
3065,N,1900037407,,
3126,N,1900037432,,
3185,N,1900037452,,
3228,N,1900037473,,
3229,N,1900037474,,
3238,N,1900037491,,
6762,N,1100690540,71000,40.18904109589041
3254,N,1900037503,,
3255,N,1900037504,,
6763,N,1100525701,10110,33.293150684931504
3328,N,1100701792,10210,36.679452054794524
3329,N,1100700587,10160,
2847,N,1900037324,,
2882,N,1100507850,10110,
2886,N,1900037343,,
2903,N,1900037350,,
2925,N,1900037357,,
2931,N,1900037362,,
2934,N,1900037365,,
2938,N,1100451628,10540,36.55068493150685
2939,N,1900037369,,
2940,N,1900037370,,
2941,N,1900037371,,
2946,N,1900037375,,
2988,N,1900035657,,
3068,N,1900037411,,
3082,N,1100655881,90000,63.53972602739726
3084,N,1100496427,10240,
3123,N,1100696585,10400,32.35890410958904
3166,N,1900037447,,
3186,N,1900037454,,
3230,N,1900037475,,
3231,N,1900037476,,
3233,N,1900037482,,
3240,N,1900037493,,
3251,N,1100686624,90000,
3252,N,1100876076,11000,
3269,N,1900037512,,
3303,N,1100689477,83110,30.964383561643835
2862,N,1900037329,,
2863,N,1900037330,,
2902,N,1900037349,,
2923,N,1900037354,,
2928,N,1900037359,,
2932,N,1900037363,,
2933,N,1900037364,,
2937,N,1900037368,,
2943,N,1100664462,70000,28.80821917808219
2983,N,1100692115,10270,
2990,N,1900037385,,
3023,N,1900037392,,
3043,N,1900037398,,
3069,N,1100701482,20000,43.42739726027397
3083,N,1100700959,10120,
3124,N,1100704391,10120,38.12328767123287
3125,N,1100695324,10540,
3142,N,1900037436,,
3162,N,1900037440,,
3163,N,1100695368,10160,27.484931506849314
3164,N,1900037444,,
3225,N,1900037465,,
3235,N,1900037486,,
3247,N,1900037498,,
3266,N,1100701662,10250,27.660273972602738
3282,N,1100589930,10900,32.224657534246575
3283,N,1900037514,,
3499,N,1900037650,,
3500,N,1900037651,,
3502,N,1900037654,,
3522,N,1100778185,10250,37.843835616438355
3562,N,1100694288,10540,40.9013698630137
3564,N,1900037661,,
3568,N,1100700837,10170,29.9013698630137
3702,N,1900037715,,
3782,N,1900037755,,
3847,Y,1900037777,,
3848,N,1100702146,12130,26.265753424657536
3864,N,1100591001,10400,42.106849315068494
3867,N,1900037801,,
3930,N,1900037819,,
3985,N,1900037844,,
3986,N,1900037845,,
3987,N,1900037846,,
4002,N,1100692047,10600,31.389041095890413
4004,N,1900037847,,
4009,N,1100697524,10310,36.013698630136986
4011,N,1900037852,,
4047,N,1100513538,12130,
4049,N,1900037857,,
4050,N,1100483163,10510,
4051,N,1900037858,,
3382,N,1900037563,,
3384,N,1900037567,,
3389,N,1900037582,,
3404,N,1900037589,,
3409,N,1900037597,,
3410,N,1900037598,,
3423,N,1900037602,,
3468,N,1900037631,,
3566,Y,1900037663,,
3622,N,1900037682,,
3682,N,1900037714,,
3725,N,1900037721,,
3739,N,1900037742,,
3740,N,1900037743,,
3741,N,1900037744,,
3769,N,1900037753,,
3827,N,1900037764,,
3829,N,1900037766,,
3866,N,1900037800,,
3882,N,1900037805,,
3908,N,1100694155,10330,29.38082191780822
3967,N,1900037835,,
3983,N,1900037842,,
4005,N,1900037848,,
4044,N,1100518545,10150,35.61095890410959
4046,N,1100702329,10400,29.60821917808219
4052,N,1100508801,10310,27.934246575342467
4053,N,1900037859,,
4062,N,1100525533,10240,36.18904109589041
4063,N,1100470381,10220,45.12054794520548
3372,N,1900037559,,
3376,N,1900037562,,
3383,N,1900037566,,
3388,N,1100545672,10520,34.775342465753425
3408,N,1900037594,,
3428,N,1900037611,,
3431,N,1900037616,,
3722,N,1900037717,,
3729,N,1900037731,,
3733,N,1900036416,,
3735,N,1900037738,,
3743,N,1900037748,,
3828,N,1900037765,,
3850,N,1900037791,,
3869,Y,1900037803,,
3903,N,1100700185,10240,51.964383561643835
3964,N,1900037831,,
4006,N,1100698163,10160,33.64383561643836
4007,N,1900037849,,
4012,N,1100620437,56000,51.271232876712325
4022,N,1900037853,,
4042,N,1100476032,10400,31.041095890410958
4045,N,1900037854,,
4064,N,1100506755,83110,
4065,N,1900037869,,
4066,N,1900037871,,
4067,N,1900037872,,
3375,Y,1900037561,,
3407,N,1900037592,,
3425,N,1900037605,,
3427,N,1900037609,,
3442,N,1900037619,,
3444,N,1100549577,10240,30.115068493150684
3463,N,1900037624,,
3467,N,1900037629,,
3485,N,1900037638,,
3489,N,1900037642,,
3491,N,1900037643,,
3493,N,1100798781,10310,28.09041095890411
3497,N,1900037648,,
3498,N,1900037649,,
3565,N,1900037662,,
3664,Y,1900037709,,
3666,N,1900037710,,
3726,N,1100588938,21130,42.397260273972606
3727,N,1900036567,,
3736,N,1900037739,,
3737,N,1900037740,,
3767,N,1100696404,76000,29.01095890410959
3768,N,1100558852,12150,
3802,N,1100649775,10510,39.293150684931504
3824,N,1100670816,10310,
3851,N,1100665127,11000,51.09315068493151
3906,N,1900037812,,
3374,N,1900037560,,
3385,N,1900037568,,
3402,N,1900037588,,
3445,N,1900037621,,
3466,N,1900037628,,
3495,N,1100690524,41000,
3542,N,1100507464,10400,32.723287671232875
3571,N,1900037665,,
3582,N,1900037667,,
3587,N,1100659962,12120,29.805479452054794
3602,N,1100580654,10900,39.16712328767123
3623,N,1900037683,,
3625,N,1900037686,,
3662,N,1900037708,,
3663,N,1100480911,70120,44.273972602739725
3731,N,1900037734,,
3766,N,1900037752,,
3830,N,1900037770,,
3845,N,1900037773,,
3932,N,1900037822,,
3933,N,1100593222,67120,42.37260273972603
3963,N,1900037830,,
3977,N,1900037838,,
4010,N,1900037851,,
4043,N,1100498978,10140,
4048,N,1100514522,10260,
3443,N,1100701961,10500,33.18904109589041
3484,N,1900037635,,
3486,N,1900037639,,
3487,N,1900037640,,
3488,N,1100702396,10700,44.79178082191781
3490,N,1100548977,10310,41.87397260273973
3494,N,1100659751,10110,
3572,N,1900037666,,
3583,N,1900037669,,
3584,N,1100700810,10140,
3585,N,1900037670,,
3624,N,1900037685,,
3626,N,1100702008,10170,55.29041095890411
3730,Y,1100702129,10250,33.038356164383565
3738,N,1900037741,,
3742,N,1900037746,,
3744,N,1900037749,,
3763,N,1900037750,,
3764,N,1900037751,,
3770,N,1900037754,,
3846,N,1900037774,,
3909,N,1900037813,,
3965,N,1900037832,,
3966,N,1900037833,,
3969,N,1100321840,10220,
3373,N,1100701097,12130,
3387,N,1900037581,,
3390,N,1900037585,,
3424,N,1900037603,,
3430,N,1900037615,,
3464,N,1900037626,,
3465,N,1900037627,,
3469,N,1900037632,,
3496,N,1900037647,,
3627,N,1900037690,,
3723,N,1900037719,,
3724,N,1900037720,,
3732,N,1900037735,,
3734,N,1900037736,,
3762,N,1900035712,,
3771,N,1100680140,10240,39.95890410958904
3823,N,1900037762,,
3825,N,1100694627,10600,
3842,N,1100696987,10900,35.37808219178082
3843,N,1900037771,,
3849,N,1900037780,,
3862,N,1900037796,,
3863,N,1100534037,10120,40.88493150684931
3865,N,1900037799,,
3902,N,1900037810,,
3904,N,1100692646,10260,39.41095890410959
3905,N,1900037811,,
3962,Y,1900037828,,
3386,N,1900037569,,
3405,N,1900037591,,
3422,N,1900037599,,
3426,N,1900037607,,
3429,N,1900037612,,
3462,N,1900037623,,
3492,N,1900037644,,
3567,N,1100696530,10170,
3586,N,1100701983,10400,28.317808219178083
3642,N,1900037702,,
3665,N,1100659968,58130,29.82191780821918
3728,N,1900037728,,
3844,N,1900037772,,
3868,N,1900037802,,
3907,N,1900035844,,
3929,N,1900037817,,
3931,N,1900037821,,
3934,N,1100699540,50230,
3935,N,1900037825,,
3942,N,1900037827,,
3968,N,1900037836,,
3970,N,1100696146,40000,
3978,N,1100477626,11130,31.726027397260275
3979,N,1100651168,10150,34.30958904109589
3980,N,1900037839,,36.56986301369863
3981,N,1900037840,,
3982,N,1900037841,,
3984,N,1900037843,,
4084,N,1100679023,10540,44.42191780821918
4087,N,1900037891,,
4122,N,1100702444,10220,32.45753424657534
4163,N,1900037918,,
4182,N,1900037930,,
4211,N,1900037939,,
4262,N,1900037962,,
4268,N,1900037969,,
4269,N,1900037970,,
4271,N,1900037972,,
4272,N,1900037974,,
4275,N,1100569951,10260,53.26301369863014
4276,N,1900037979,,
4278,N,1100702536,10260,35.38356164383562
4279,N,1900037982,,
4280,N,1900037983,,
4281,N,1100702518,10600,33.224657534246575
4285,N,1100438034,21000,34.010958904109586
4306,N,1100461219,10220,
4325,N,1900038003,,
4326,N,1100653582,12120,
4327,N,1100693889,12000,33.78356164383562
4344,N,1900038010,,
4073,N,1100701321,10250,
4077,N,1100687094,10540,
4104,N,1900037899,,
4165,N,1900037920,,
4166,N,1900037923,,
4167,N,1900037926,,
4218,N,1100696943,34000,33.794520547945204
4224,N,1900037949,,
4225,N,1900037950,,
4264,N,1100495388,10700,30.17808219178082
4266,N,1900037966,,
4288,N,1100510639,10320,42.11232876712329
4307,N,1100504661,10400,52.41095890410959
4308,N,1100468205,10250,47.084931506849315
4324,N,1900038002,,
4345,N,1900038011,,
4346,N,1100461977,10270,39.75068493150685
4363,N,1100701629,10530,
4367,N,1900038020,,
4371,N,1100702643,83000,29.115068493150684
4377,N,1900038033,,
4383,N,1900038040,,
4083,N,1900030171,,
4162,N,1900037917,,
4164,N,1900037919,,
4203,N,1100520121,11110,
4207,N,1100667333,10120,3.7534246575342465
4208,N,1100540792,10140,
4214,Y,1100702488,84320,43.295890410958904
4220,N,1900037946,,
4222,N,1900037947,,
4252,N,1900037959,,
4343,N,1100702459,10540,44.342465753424655
4362,N,1900038015,,
4366,N,1900038019,,
4372,N,1900038026,,
4402,N,1900038045,,
4422,N,1100622914,10160,40.57808219178082
4423,N,1900038049,,
4424,N,1900038050,,
4449,N,1900038062,,
4462,N,1100702709,62150,
4463,N,1900038064,,
4464,N,1900038065,,
4465,N,1900038066,,
4466,N,1900038071,,
4482,N,1100700572,10600,
4483,N,1100697661,70120,32.62191780821918
4103,N,1100701463,10150,
4123,N,1900037913,,
4183,N,1900037932,,
4212,N,1100477818,11130,32.446575342465756
4219,N,1900037945,,
4267,N,1900037968,,
4283,N,1900037987,,
4284,N,1900037988,,
4322,N,1900038001,,
4447,N,1900038060,,
4484,N,1100637980,10600,33.41917808219178
4502,N,1900038075,,
4522,N,1900038078,,
4523,Y,1900038079,,
4524,N,1900038081,,
4525,N,1900038082,,
4526,N,1100702863,10240,
4527,N,1100702884,10240,25.96164383561644
4542,N,1900038089,,
4543,N,1900038093,,
4544,N,1100590728,10400,
4545,N,1900038094,,
4546,N,1100590415,30260,31.065753424657533
4547,N,1900038096,,
4548,N,1100535342,10250,32.35616438356164
4549,N,1900038099,,
4550,N,1900038100,,
4071,N,1900037881,,
4090,N,1100670915,10600,30.71780821917808
4107,N,1900037901,,
4142,N,1900037914,,
4143,N,1900037915,,
4169,N,1100684147,10160,35.28219178082192
4202,N,1100698788,10330,33.73424657534247
4204,N,1100398584,10530,37.37808219178082
4205,N,1900037936,,
4209,N,1100487277,10330,43.515068493150686
4243,Y,1900037952,,
4248,N,1900037957,,
4265,N,1900037965,,
4270,N,1900037971,,
4273,N,1900037975,,
4282,N,1900037985,,
4287,N,1100480785,73120,39.9041095890411
4302,N,1100341480,10310,47.652054794520545
4303,N,1900037990,,
4304,N,1900037565,,
4323,N,1100502920,10250,
4370,N,1900038023,,
4373,N,1900038028,,
4374,N,1100700756,11140,
4375,N,1900038029,,
4376,N,1900038032,,
4069,N,1900037875,,
4070,N,1900037879,,
4072,N,1900037884,,
4075,N,1100702228,10110,44.83835616438356
4102,N,1900037896,,
4105,N,1100685147,11000,36.28493150684932
4106,N,1900037900,,
4168,N,1900037927,,
4179,Y,1100702457,10160,35.28219178082192
4206,N,1900037937,,
4217,N,1900037944,,
4221,N,1900031160,,
4223,N,1100702550,10150,29.895890410958906
4242,N,1900037951,,
4244,Y,1900037953,,
4245,N,1900037954,,
4277,N,1900037980,,
4328,N,1900038007,,
4364,N,1900038018,,
4368,N,1900038021,,
4369,N,1900038012,,
4378,N,1900038034,,
4379,N,1900038035,,
4381,N,1100500151,10900,
4382,N,1900038037,,
4386,N,1900038043,,
4387,N,1100702647,15000,39.446575342465756
4403,N,1900034338,,
4405,N,1900038048,,
4425,N,1900038051,,
4068,N,1900037873,,
4074,N,1900037887,,
4078,N,1100496665,10150,
4082,N,1100695367,36110,34.657534246575345
4085,N,1100558759,74130,35.1972602739726
4091,N,1900037894,,
4210,N,1900037938,,
4213,N,1900037940,,
4215,N,1900037942,,
4216,N,1900037943,,
4246,N,1100702489,65160,31.663013698630138
4247,N,1900037956,,
4249,N,1900037958,,
4274,N,1900037977,,
4286,N,1100523622,10140,42.778082191780825
4305,N,1100613736,10600,43.701369863013696
4342,N,1100461988,10300,43.67123287671233
4380,N,1900038036,,
4384,N,1900038041,,
4385,N,1900038042,,
4404,N,1100647333,12000,30.2
4444,N,1100702677,31110,29.852054794520548
4445,N,1900038057,,
4446,N,1900038058,,
4448,N,1900030118,,
4602,N,1100555237,16130,35.52602739726027
4603,N,1900038113,,
4644,N,1900038121,,
4647,N,1900038123,,
4655,N,1100702854,10900,
4662,N,1100806747,10150,36.63013698630137
4722,N,1900038159,,
4742,N,1900038174,,
4762,N,1900038180,,
4763,N,1100695470,10110,
4771,N,1900038191,,
4772,N,1100595614,10700,30.205479452054796
4774,N,1900038193,,
4776,N,1900038195,,
4829,N,1900038222,,
4866,N,1900038245,,
4903,N,1100703363,10240,28.805479452054794
4927,N,1900038268,,
4928,N,1900038271,,
4929,N,1900038272,,
4935,N,1100456624,11120,51.37534246575343
4940,N,1900038281,,
4941,N,1900038282,,
4942,N,1900038283,,
4943,N,1900038284,,
4945,N,1100664516,10210,34.49041095890411
4955,N,1900038291,,
4958,N,1100473397,30000,37.67123287671233
4563,N,1900038104,,
4565,N,1900038110,,
4659,N,1900038135,,
4702,N,1900038154,,
4783,N,1900038201,,
4823,N,1900035501,,
4850,N,1900038238,,
4869,N,1100703098,10150,
4936,N,1100534008,73000,32.45205479452055
4946,N,1900038285,,
4947,N,1100703310,10800,30.942465753424656
4948,N,1100534688,10310,31.720547945205478
4959,N,1900038294,,
4961,N,1900038298,,
4962,N,1100555961,10140,28.4986301369863
4964,N,1100505109,10100,
4966,N,1100457916,10400,25.186301369863013
4971,N,1900038304,,
4993,N,1900038326,,
4997,N,1900038330,,
